t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,1.44,0.1,0,0,0.25492,0.96696,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073587,0.073614,0.073614,0.073587,0,0,0,0.62521,0.3551,0.7205
0.01,2.5965e-10,1.44,0.1,-4.6278e-07,1.7602e-06,0.25492,0.96696,1.0378e-07,5.877e-08,3.4119e-05,1.1036e-06,0.00072568,1.118e-12,3.1091e-05,1.759e-05,0.0034358,0,0,0,0.073587,0.073614,0.073614,0.073588,0.0062013,0.0035015,0.0071313,0.61505,0.3452,0.70579
0.02,4.1409e-09,1.44,0.1,-1.8274e-06,6.999e-06,0.25492,0.96696,8.2684e-07,4.6687e-07,6.8951e-05,5.8572e-06,0.0014374,1.7761e-11,0.00012369,6.9701e-05,0.0035421,0,0,0,0.073588,0.073615,0.073614,0.073589,0.012301,0.0069044,0.014116,0.60497,0.3354,0.69121
0.03,2.0895e-08,1.44,0.1,-4.0587e-06,1.5654e-05,0.25492,0.96696,2.7792e-06,1.5646e-06,0.00010519,1.4208e-05,0.0021353,8.9274e-11,0.00027678,0.00015535,0.0037176,0,0,0,0.07359,0.073616,0.073615,0.07359,0.018301,0.01021,0.020956,0.59495,0.3257,0.67676
0.04,6.5823e-08,1.44,0.1,-7.1218e-06,2.7662e-05,0.25492,0.96696,6.5608e-06,3.6825e-06,0.00014353,2.6105e-05,0.0028194,2.8014e-10,0.00048937,0.00027358,0.0039608,0,0,0,0.073592,0.073617,0.073617,0.073592,0.024201,0.013419,0.027652,0.585,0.31609,0.66244
0.05,1.6018e-07,1.44,0.1,-1.0982e-05,4.2962e-05,0.25492,0.96696,1.2762e-05,7.1415e-06,0.00018463,4.1495e-05,0.0034897,6.7903e-10,0.00076046,0.00042341,0.0042702,0,0,0,0.073594,0.07362,0.073619,0.073595,0.030001,0.016532,0.034205,0.57512,0.30657,0.64824
0.06,3.3106e-07,1.44,0.10001,-1.5605e-05,6.1491e-05,0.25492,0.96696,2.1962e-05,1.2253e-05,0.00022915,6.0325e-05,0.0041465,1.3979e-09,0.0010891,0.0006039,0.0046444,0,0,0,0.073597,0.073622,0.073621,0.073598,0.035703,0.01955,0.040617,0.5653,0.29716,0.63416
0.07,6.1131e-07,1.44,0.10001,-2.0958e-05,8.319e-05,0.25492,0.96696,3.4731e-05,1.9318e-05,0.00027773,8.2543e-05,0.0047897,2.5711e-09,0.0014742,0.0008141,0.0050821,0,0,0,0.073601,0.073625,0.073624,0.073602,0.041307,0.022475,0.046889,0.55556,0.28784,0.62021
0.08,1.0395e-06,1.44,0.10001,-2.7006e-05,0.000108,0.25492,0.96696,5.1631e-05,2.8631e-05,0.000331,0.0001081,0.0054194,4.3545e-09,0.0019149,0.0010531,0.0055817,0,0,0,0.073605,0.073629,0.073628,0.073606,0.046815,0.025308,0.053022,0.54587,0.27861,0.60639
0.09,1.6595e-06,1.44,0.10002,-3.3717e-05,0.00013585,0.25492,0.96696,7.3211e-05,4.0473e-05,0.00038957,0.00013694,0.0060358,6.9244e-09,0.0024102,0.0013199,0.006142,0,0,0,0.073609,0.073633,0.073632,0.07361,0.052225,0.028048,0.059017,0.53626,0.26948,0.59269
0.1,2.5211e-06,1.44,0.10002,-4.1057e-05,0.00016669,0.25492,0.96696,0.00010001,5.512e-05,0.00045403,0.00016901,0.0066389,1.0477e-08,0.0029591,0.0016138,0.0067616,0,0,0,0.073614,0.073637,0.073636,0.073615,0.05754,0.030697,0.064876,0.52671,0.26044,0.57911
0.11,3.679e-06,1.44,0.10002,-4.8996e-05,0.00020046,0.25492,0.96696,0.00013257,7.2835e-05,0.00052499,0.00020426,0.0072289,1.5227e-08,0.0035607,0.0019336,0.0074391,0,0,0,0.073619,0.073642,0.073641,0.073621,0.062759,0.033257,0.0706,0.51722,0.25149,0.56566
0.12,5.1934e-06,1.44,0.10003,-5.75e-05,0.00023709,0.25492,0.96696,0.0001714,9.3875e-05,0.00060301,0.00024264,0.0078057,2.1408e-08,0.004214,0.0022786,0.0081732,0,0,0,0.073625,0.073648,0.073646,0.073627,0.067885,0.035727,0.076189,0.5078,0.24264,0.55232
0.13,7.1296e-06,1.44,0.10004,-6.6538e-05,0.00027653,0.25492,0.96696,0.00021702,0.00011849,0.00068864,0.00028409,0.0083696,2.927e-08,0.004918,0.0026479,0.0089624,0,0,0,0.073631,0.073653,0.073652,0.073633,0.072916,0.03811,0.081647,0.49845,0.23388,0.53911
0.14,9.558e-06,1.44,0.10004,-7.6078e-05,0.00031873,0.25492,0.96696,0.00026993,0.00014691,0.00078243,0.00032857,0.0089205,3.9079e-08,0.005672,0.0030405,0.0098056,0,0,0,0.073638,0.073659,0.073658,0.073639,0.077854,0.040405,0.086972,0.48916,0.22522,0.52603
0.15,1.2554e-05,1.44,0.10005,-8.6091e-05,0.00036361,0.25492,0.96696,0.00033062,0.00017937,0.00088493,0.00037602,0.0094587,5.1118e-08,0.0064748,0.0034557,0.010701,0,0,0,0.073645,0.073666,0.073664,0.073646,0.082699,0.042615,0.092167,0.47994,0.21664,0.51306
0.16,1.6198e-05,1.44,0.10006,-9.6544e-05,0.00041113,0.25492,0.96696,0.00039958,0.0002161,0.00099663,0.00042639,0.0099841,6.5683e-08,0.0073256,0.0038925,0.011649,0,0,0,0.073652,0.073673,0.073671,0.073654,0.087453,0.044739,0.097234,0.47078,0.20816,0.50022
0.17,2.0575e-05,1.44,0.10007,-0.00010741,0.00046122,0.25492,0.96696,0.00047729,0.00025729,0.0011181,0.00047964,0.010497,8.3085e-08,0.0082235,0.0043502,0.012646,0,0,0,0.07366,0.07368,0.073678,0.073662,0.092115,0.046778,0.10217,0.46169,0.19977,0.48749
0.18,2.5774e-05,1.44,0.10008,-0.00011866,0.00051383,0.25492,0.96696,0.00056421,0.00030317,0.0012497,0.0005357,0.010997,1.0365e-07,0.0091676,0.0048278,0.013692,0,0,0,0.073668,0.073688,0.073686,0.07367,0.096687,0.048734,0.10698,0.45266,0.19147,0.47488
0.19,3.1891e-05,1.44,0.1001,-0.00013025,0.00056891,0.25492,0.96696,0.00066079,0.00035391,0.0013921,0.00059453,0.011485,1.2771e-07,0.010157,0.0053246,0.014785,0,0,0,0.073676,0.073696,0.073694,0.073678,0.10117,0.050608,0.11167,0.4437,0.18327,0.4624
0.2,3.9024e-05,1.44,0.10011,-0.00014217,0.00062639,0.25492,0.96696,0.00076749,0.00040972,0.0015456,0.00065608,0.011961,1.5562e-07,0.011191,0.0058397,0.015925,0,0,0,0.073685,0.073704,0.073702,0.073687,0.10556,0.0524,0.11623,0.4348,0.17515,0.45003
0.21,4.7276e-05,1.44,0.10013,-0.00015439,0.00068622,0.25492,0.96696,0.00088475,0.00047076,0.0017107,0.00072029,0.012424,1.8773e-07,0.012268,0.0063723,0.017109,0,0,0,0.073694,0.073713,0.073711,0.073696,0.10986,0.054111,0.12067,0.42596,0.16712,0.43778
0.22,5.6756e-05,1.44,0.10015,-0.00017729,0.00074594,0.24141,0.97042,0.001013,0.00053722,0.0018879,0.00042777,0.012892,2.2442e-07,0.013388,0.0069216,0.018338,0,0,0,0.073703,0.073722,0.07372,0.073705,0.11408,0.055743,0.12499,0.41719,0.15919,0.42565
0.23,6.7574e-05,1.44,0.10017,-0.00019146,0.00080999,0.24075,0.97059,0.0011526,0.00060925,0.0020776,0.00046658,0.013334,2.6606e-07,0.014549,0.0074869,0.019609,0,0,0,0.073713,0.073731,0.073729,0.073715,0.11821,0.057295,0.12918,0.40848,0.15134,0.41364
0.24,7.9848e-05,1.44,0.10019,-0.00020597,0.0008762,0.24008,0.97075,0.0013041,0.00068701,0.0022802,0.00050699,0.013764,3.1304e-07,0.015752,0.0080673,0.020921,0,0,0,0.073723,0.073741,0.073739,0.073725,0.12225,0.05877,0.13326,0.39984,0.14358,0.40175
