t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,0,0.1,0,0,0.83504,0.55019,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073583,0.073618,0.073618,0.073583,0,0,0,-0.37401,0.87053,0.37313
0.01,1.6,3.6125e-10,0.1,-2.0016e-06,1.3191e-06,0.83504,0.55019,-6.1983e-08,1.4435e-07,3.4062e-05,2.4345e-07,0.00095554,3.2476e-13,-1.856e-05,4.3233e-05,0.0034185,0,0,0,0.073583,0.073618,0.073618,0.073583,-0.0036979,0.0086172,0.0036983,-0.36558,0.85293,0.36654
0.02,1.6,5.7565e-09,0.1,-7.9495e-06,5.2422e-06,0.83504,0.55019,-4.9305e-07,1.149e-06,6.8493e-05,1.289e-06,0.0018913,5.1419e-12,-7.3678e-05,0.00017176,0.0034737,0,0,0,0.073584,0.073618,0.073618,0.073584,-0.0073119,0.017059,0.007331,-0.35724,0.83547,0.36
0.03,1.6,2.9024e-08,0.1,-1.7759e-05,1.1718e-05,0.83504,0.55019,-1.6546e-06,3.858e-06,0.00010366,3.1198e-06,0.0028073,2.5758e-11,-0.00016452,0.00038383,0.0035649,0,0,0,0.073585,0.073618,0.073618,0.073585,-0.010843,0.025327,0.010899,-0.34897,0.81815,0.35351
0.04,1.6,9.1357e-08,0.1,-3.1347e-05,2.0697e-05,0.83504,0.55019,-3.8998e-06,9.0984e-06,0.00013991,5.7188e-06,0.0037039,8.0553e-11,-0.00029026,0.00067772,0.0036915,0,0,0,0.073586,0.073619,0.073619,0.073586,-0.014292,0.033422,0.014401,-0.34078,0.80097,0.34707
0.05,1.6,2.2213e-07,0.1,-4.8629e-05,3.2128e-05,0.83504,0.55019,-7.5734e-06,1.768e-05,0.0001776,9.0694e-06,0.0045811,1.9459e-10,-0.00045008,0.0010517,0.0038528,0,0,0,0.073588,0.07362,0.07362,0.073588,-0.017659,0.041347,0.01784,-0.33267,0.78394,0.34068
0.06,1.6,4.5873e-07,0.10001,-6.9523e-05,4.5961e-05,0.83504,0.55019,-1.3012e-05,3.0394e-05,0.00021708,1.3155e-05,0.005439,3.9922e-10,-0.00064317,0.0015041,0.0040481,0,0,0,0.07359,0.073621,0.073621,0.07359,-0.020945,0.049102,0.021215,-0.32464,0.76704,0.33433
0.07,1.6,8.4637e-07,0.10001,-9.3947e-05,6.2146e-05,0.83504,0.55019,-2.0545e-05,4.8017e-05,0.00025868,1.7958e-05,0.0062779,7.3174e-10,-0.00086872,0.0020332,0.0042769,0,0,0,0.073592,0.073622,0.073622,0.073592,-0.024152,0.056688,0.024527,-0.31669,0.75029,0.32804
0.08,1.6,1.438e-06,0.10001,-0.00012182,8.0634e-05,0.83504,0.55019,-3.0492e-05,7.1308e-05,0.00030273,2.3463e-05,0.0070978,1.235e-09,-0.0011259,0.0026373,0.0045384,0,0,0,0.073594,0.073624,0.073624,0.073594,-0.027279,0.064108,0.027776,-0.30882,0.73368,0.32179
0.09,1.6,2.2939e-06,0.10001,-0.00015306,0.00010138,0.83504,0.55019,-4.3167e-05,0.00010101,0.00034955,2.9652e-05,0.007899,1.957e-09,-0.001414,0.0033148,0.0048322,0,0,0,0.073597,0.073626,0.073626,0.073597,-0.030328,0.071362,0.030963,-0.30102,0.71721,0.31559
0.1,1.6,3.4819e-06,0.10002,-0.00018759,0.00012433,0.83504,0.55019,-5.8873e-05,0.00013784,0.00039947,3.6511e-05,0.0086816,2.9508e-09,-0.0017322,0.004064,0.0051575,0,0,0,0.073599,0.073628,0.073628,0.0736,-0.0333,0.078453,0.034088,-0.2933,0.70088,0.30944
0.11,1.6,5.0769e-06,0.10002,-0.00022533,0.00014943,0.83504,0.55019,-7.7909e-05,0.00018252,0.0004528,4.4021e-05,0.0094457,4.2737e-09,-0.0020798,0.0048833,0.0055137,0,0,0,0.073602,0.07363,0.07363,0.073603,-0.036195,0.085381,0.037152,-0.28566,0.68469,0.30334
