t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,0,0,0.75777,0.65252,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073582,0.073619,0.073619,0.073582,0,0,0,-0.14346,0.9556,0.32112
0.01,-5.954e-11,3.9669e-10,0.1,-1.8539e-06,1.5965e-06,0.75777,0.65252,-2.3793e-08,1.5853e-07,3.4053e-05,5.6218e-08,0.00097558,7.6564e-14,-7.126e-06,4.7486e-05,0.003416,0,0,0,0.073583,0.073618,0.073618,0.073583,-0.0014205,0.0094678,0.0031839,-0.14064,0.93799,0.31568
0.02,-9.4888e-10,6.3236e-09,0.1,-7.3692e-06,6.3468e-06,0.75777,0.65252,-1.894e-07,1.2624e-06,6.8425e-05,2.9896e-07,0.001933,1.2199e-12,-2.8316e-05,0.00018877,0.0034635,0,0,0,0.073584,0.073618,0.073618,0.073584,-0.0028128,0.01876,0.0063137,-0.13783,0.92052,0.31028
0.03,-4.7846e-09,3.1895e-08,0.1,-1.6477e-05,1.4193e-05,0.75777,0.65252,-6.3605e-07,4.2408e-06,0.00010343,7.2667e-07,0.0028725,6.1502e-12,-6.3289e-05,0.00042211,0.0035421,0,0,0,0.073584,0.073619,0.073619,0.073584,-0.0041771,0.027879,0.0093897,-0.13504,0.90318,0.30493
0.04,-1.5062e-08,1.0043e-07,0.1,-2.9109e-05,2.5077e-05,0.75777,0.65252,-1.5002e-06,1.0006e-05,0.00013937,1.3378e-06,0.0037941,1.9356e-11,-0.00011177,0.00074577,0.0036511,0,0,0,0.073586,0.073619,0.073619,0.073586,-0.0055137,0.036824,0.012412,-0.13228,0.88597,0.29961
0.05,-3.6626e-08,2.4428e-07,0.1,-4.5196e-05,3.8941e-05,0.75777,0.65252,-2.9155e-06,1.9452e-05,0.00017655,2.1307e-06,0.0046979,4.7058e-11,-0.00017347,0.001158,0.0037901,0,0,0,0.073587,0.07362,0.07362,0.073587,-0.0068228,0.045598,0.015382,-0.12954,0.86889,0.29433
0.06,-7.5645e-08,5.0466e-07,0.10001,-6.4672e-05,5.5729e-05,0.75777,0.65252,-5.0128e-06,3.3456e-05,0.00021527,3.104e-06,0.0055841,9.7168e-11,-0.00024813,0.0016572,0.0039586,0,0,0,0.073589,0.073621,0.073621,0.073589,-0.0081045,0.054203,0.018299,-0.12681,0.85194,0.28909
0.07,-1.3958e-07,9.3146e-07,0.10001,-8.7468e-05,7.5383e-05,0.75777,0.65252,-7.9204e-06,5.2879e-05,0.00025582,4.2559e-06,0.0064527,1.7925e-10,-0.00033547,0.0022415,0.0041559,0,0,0,0.07359,0.073622,0.073622,0.07359,-0.0093591,0.062638,0.021164,-0.12411,0.83511,0.28388
0.08,-2.3717e-07,1.5831e-06,0.10001,-0.00011352,9.7848e-05,0.75777,0.65252,-1.1764e-05,7.8564e-05,0.00029848,5.585e-06,0.007304,3.045e-10,-0.00043522,0.0029094,0.0043817,0,0,0,0.073592,0.073623,0.073623,0.073592,-0.010587,0.070905,0.023977,-0.12143,0.81842,0.27872
0.09,-3.7838e-07,2.5264e-06,0.10001,-0.00014276,0.00012307,0.75777,0.65252,-1.6665e-05,0.00011134,0.00034354,7.0896e-06,0.0081379,4.8567e-10,-0.00054712,0.0036591,0.0046353,0,0,0,0.073595,0.073625,0.073625,0.073595,-0.011788,0.079006,0.026738,-0.11877,0.80186,0.2736
