t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,-0,0,-0.98232,0.18723,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073582,0.073619,0.073619,0.073582,0,0,0,-0.92731,-0.36668,0.20866
0.01,-3.85e-10,-1.523e-10,0.1,2.4808e-06,4.7308e-07,-0.98232,0.18723,-1.5386e-07,-6.0871e-08,3.4035e-05,-2.0559e-07,0.0010072,-2.8895e-13,-4.6091e-05,-1.8237e-05,0.0034104,0,0,0,0.073582,0.073619,0.073619,0.073582,-0.0091907,-0.0036378,0.0020692,-0.91085,-0.36089,0.20519
0.02,-6.1381e-09,-2.4291e-09,0.1,9.8647e-06,1.8835e-06,-0.98232,0.18723,-1.2254e-06,-4.8504e-07,6.8276e-05,-1.0921e-06,0.0019968,-4.5964e-12,-0.00018327,-7.2564e-05,0.0034413,0,0,0,0.073583,0.073619,0.073619,0.073583,-0.018217,-0.0072179,0.0041038,-0.89452,-0.35514,0.20174
0.03,-3.0963e-08,-1.2258e-08,0.1,2.2064e-05,4.218e-06,-0.98232,0.18723,-4.1174e-06,-1.6305e-06,0.00010293,-2.6515e-06,0.0029687,-2.3135e-11,-0.0004099,-0.00016241,0.0034923,0,0,0,0.073583,0.073619,0.073619,0.073583,-0.027081,-0.010741,0.006104,-0.8783,-0.34943,0.19831
0.04,-9.7511e-08,-3.8619e-08,0.1,3.8993e-05,7.4635e-06,-0.98232,0.18723,-9.7162e-06,-3.8496e-06,0.00013819,-4.8761e-06,0.0039232,-7.2694e-11,-0.00072436,-0.00028719,0.0035632,0,0,0,0.073584,0.073619,0.073619,0.073584,-0.035784,-0.014207,0.0080701,-0.8622,-0.34376,0.19491
0.05,-2.3721e-07,-9.3985e-08,0.1,6.0564e-05,1.1607e-05,-0.98232,0.18723,-1.8892e-05,-7.4889e-06,0.00017426,-7.7578e-06,0.0048602,-1.7644e-10,-0.001125,-0.00044635,0.0036536,0,0,0,0.073585,0.073619,0.07362,0.073585,-0.044326,-0.017616,0.010002,-0.84621,-0.33813,0.19154
0.06,-4.9012e-07,-1.9427e-07,0.10001,8.6693e-05,1.6635e-05,-0.98232,0.18723,-3.2499e-05,-1.2889e-05,0.00021133,-1.1289e-05,0.0057801,-3.6374e-10,-0.0016103,-0.00063933,0.0037632,0,0,0,0.073587,0.07362,0.07362,0.073586,-0.052708,-0.020969,0.011901,-0.83034,-0.33253,0.18818
0.07,-9.0476e-07,-3.5876e-07,0.10001,0.00011729,2.2536e-05,-0.98232,0.18723,-5.1376e-05,-2.0386e-05,0.00024958,-1.5461e-05,0.0066828,-6.6995e-10,-0.0021787,-0.00086555,0.0038915,0,0,0,0.073588,0.073621,0.073621,0.073588,-0.060933,-0.024267,0.013766,-0.81459,-0.32697,0.18486
0.08,-1.5379e-06,-6.1008e-07,0.10001,0.00015228,2.9295e-05,-0.98232,0.18723,-7.6344e-05,-3.0309e-05,0.00028922,-2.0267e-05,0.0075684,-1.1362e-09,-0.0028285,-0.0011245,0.0040384,0,0,0,0.073589,0.073621,0.073622,0.073589,-0.069001,-0.027509,0.015598,-0.79895,-0.32145,0.18155
0.09,-2.4546e-06,-9.7412e-07,0.10001,0.00019157,3.6901e-05,-0.98232,0.18723,-0.00010821,-4.2983e-05,0.00033041,-2.5699e-05,0.0084372,-1.8093e-09,-0.0035582,-0.0014155,0.0042034,0,0,0,0.073591,0.073622,0.073622,0.073591,-0.076912,-0.030696,0.017397,-0.78343,-0.31597,0.17828
0.1,-3.7278e-06,-1.48e-06,0.10002,0.00023509,4.5341e-05,-0.98232,0.18723,-0.00014777,-5.8726e-05,0.00037334,-3.1749e-05,0.0092892,-2.7415e-09,-0.0043662,-0.0017382,0.0043862,0,0,0,0.073592,0.073623,0.073624,0.073592,-0.08467,-0.033828,0.019164,-0.76802,-0.31052,0.17502
0.11,-5.4382e-06,-2.1599e-06,0.10002,0.00028274,5.4601e-05,-0.98232,0.18723,-0.00019579,-7.7851e-05,0.00041819,-3.8409e-05,0.010124,-3.9903e-09,-0.0052511,-0.0020919,0.0045866,0,0,0,0.073594,0.073625,0.073625,0.073594,-0.092273,-0.036907,0.020898,-0.75273,-0.30511,0.17179
0.12,-7.6744e-06,-3.0493e-06,0.10003,0.00033444,6.467e-05,-0.98232,0.18723,-0.00025304,-0.00010067,0.00046513,-4.5672e-05,0.010943,-5.6181e-09,-0.0062112,-0.0024762,0.0048041,0,0,0,0.073596,0.073626,0.073626,0.073596,-0.099725,-0.039931,0.0226,-0.73756,-0.29974,0.16859
0.13,-1.0532e-05,-4.1865e-06,0.10003,0.00039012,7.5535e-05,-0.98232,0.18723,-0.00032026,-0.00012747,0.00051433,-5.3529e-05,0.011746,-7.6925e-09,-0.007245,-0.0028904,0.0050384,0,0,0,0.073598,0.073627,0.073628,0.073598,-0.10702,-0.042902,0.02427,-0.72249,-0.29441,0.16541
0.14,-1.4115e-05,-5.6131e-06,0.10004,0.00044969,8.7183e-05,-0.98232,0.18723,-0.00039818,-0.00015857,0.00056596,-6.1973e-05,0.012531,-1.0286e-08,-0.0083512,-0.003334,0.0052894,0,0,0,0.073601,0.073629,0.073629,0.0736,-0.11417,-0.045819,0.025908,-0.70754,-0.28911,0.16225
0.15,-1.8534e-05,-7.3732e-06,0.10004,0.00051308,9.9603e-05,-0.98232,0.18723,-0.00048752,-0.00019425,0.00062017,-7.0997e-05,0.013301,-1.3474e-08,-0.009528,-0.0038066,0.0055565,0,0,0,0.073603,0.073631,0.073631,0.073603,-0.12118,-0.048684,0.027515,-0.69271,-0.28385,0.15912
