t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,0,0,0.54693,0.83718,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073584,0.073617,0.073617,0.073584,0,0,0,0.35544,0.81088,0.5043
0.01,1.4761e-10,3.3648e-10,0.1,-1.225e-06,1.876e-06,0.54693,0.83718,5.8997e-08,1.3445e-07,3.4084e-05,4.1605e-07,0.00089322,5.1885e-13,1.7675e-05,4.0266e-05,0.0034251,0,0,0,0.073584,0.073617,0.073617,0.073584,0.0035252,0.0080254,0.004996,0.34962,0.79423,0.49491
0.02,2.354e-09,5.3614e-09,0.1,-4.8636e-06,7.4564e-06,0.54693,0.83718,4.7003e-07,1.0701e-06,6.8666e-05,2.2082e-06,0.0017686,8.2438e-12,7.0311e-05,0.00015996,0.0034996,0,0,0,0.073585,0.073617,0.073617,0.073585,0.0069925,0.015885,0.0098985,0.34384,0.77771,0.48559
0.03,1.1878e-08,2.703e-08,0.1,-1.0861e-05,1.6671e-05,0.54693,0.83718,1.5798e-06,3.5928e-06,0.00010424,5.357e-06,0.0026261,4.1443e-11,0.00015733,0.00035742,0.0036227,0,0,0,0.073586,0.073618,0.073618,0.073587,0.010402,0.02358,0.014708,0.33809,0.76133,0.47635
0.04,3.7417e-08,8.5075e-08,0.1,-1.9164e-05,2.9448e-05,0.54693,0.83718,3.7294e-06,8.4722e-06,0.00014128,9.8432e-06,0.0034661,1.3006e-10,0.00027816,0.00063101,0.0037935,0,0,0,0.073588,0.073619,0.073619,0.073588,0.013754,0.031112,0.019426,0.33239,0.74509,0.46718
0.05,9.105e-08,2.0684e-07,0.1,-2.9718e-05,4.5718e-05,0.54693,0.83718,7.2539e-06,1.6461e-05,0.00018026,1.5647e-05,0.0042885,3.153e-10,0.00043223,0.00097912,0.0040109,0,0,0,0.07359,0.07362,0.07362,0.07359,0.01705,0.038482,0.024052,0.32673,0.72898,0.45808
0.06,1.8818e-07,4.2713e-07,0.10001,-4.247e-05,6.5413e-05,0.54693,0.83718,1.2483e-05,2.8298e-05,0.00022165,2.275e-05,0.0050935,6.492e-10,0.00061897,0.0014001,0.0042742,0,0,0,0.073592,0.073622,0.073622,0.073593,0.020289,0.045692,0.028588,0.3211,0.71301,0.44906
0.07,3.4747e-07,7.8802e-07,0.10001,-5.7368e-05,8.8462e-05,0.54693,0.83718,1.974e-05,4.4702e-05,0.0002659,3.1133e-05,0.0058813,1.1942e-09,0.00083783,0.0018924,0.0045824,0,0,0,0.073595,0.073624,0.073624,0.073595,0.023472,0.052743,0.033033,0.31552,0.69717,0.44011
0.08,5.9081e-07,1.3387e-06,0.10001,-7.4358e-05,0.0001148,0.54693,0.83718,2.9345e-05,6.6379e-05,0.00031344,4.0776e-05,0.0066519,2.0229e-09,0.0010882,0.0024545,0.0049346,0,0,0,0.073598,0.073626,0.073626,0.073598,0.0266,0.059636,0.03739,0.30997,0.68147,0.43123
0.09,9.4323e-07,2.1355e-06,0.10002,-9.339e-05,0.00014435,0.54693,0.83718,4.1608e-05,9.4018e-05,0.00036473,5.166e-05,0.0074055,3.2172e-09,0.0013696,0.0030846,0.0053299,0,0,0,0.073601,0.073629,0.073628,0.073601,0.029672,0.066373,0.041658,0.30446,0.66591,0.42243
0.1,1.4329e-06,3.2412e-06,0.10002,-0.00011441,0.00017705,0.54693,0.83718,5.6839e-05,0.00012829,0.00042018,6.3766e-05,0.0081422,4.8686e-09,0.0016815,0.0037814,0.0057674,0,0,0,0.073605,0.073632,0.073631,0.073605,0.032689,0.072955,0.045839,0.299,0.65047,0.4137
0.11,2.0909e-06,4.7257e-06,0.10002,-0.00013737,0.00021284,0.54693,0.83718,7.5338e-05,0.00016986,0.00048022,7.7075e-05,0.0088621,7.0771e-09,0.0020232,0.0045432,0.0062464,0,0,0,0.073609,0.073635,0.073635,0.073609,0.035652,0.079383,0.049932,0.29357,0.63517,0.40504
0.12,2.9515e-06,6.6649e-06,0.10003,-0.00016222,0.00025165,0.54693,0.83718,9.7401e-05,0.00021937,0.00054525,9.1567e-05,0.0095654,9.9514e-09,0.0023943,0.0053686,0.0067658,0,0,0,0.073613,0.073639,0.073638,0.073613,0.03856,0.085659,0.05394,0.28818,0.62001,0.39645
0.13,4.0518e-06,9.1416e-06,0.10003,-0.0001889,0.0002934,0.54693,0.83718,0.00012332,0.00027744,0.00061567,0.00010722,0.010252,1.3608e-08,0.0027943,0.0062559,0.0073249,0,0,0,0.073617,0.073643,0.073642,0.073618,0.041415,0.091783,0.057862,0.28282,0.60497,0.38793
0.14,5.4317e-06,1.2244e-05,0.10004,-0.00021738,0.00033804,0.54693,0.83718,0.00015338,0.00034469,0.00069187,0.00012403,0.010923,1.8172e-08,0.0032225,0.0072037,0.0079228,0,0,0,0.073622,0.073647,0.073646,0.073623,0.044217,0.097759,0.061699,0.27751,0.59007,0.37949
0.15,7.1341e-06,1.6068e-05,0.10005,-0.00024759,0.0003855,0.54693,0.83718,0.00018786,0.00042171,0.00077425,0.00014196,0.011577,2.3774e-08,0.0036784,0.0082106,0.0085586,0,0,0,0.073627,0.073651,0.073651,0.073628,0.046966,0.10359,0.065452,0.27223,0.5753,0.37111
0.16,9.2046e-06,2.0713e-05,0.10006,-0.00027949,0.00043571,0.54693,0.83718,0.00022704,0.00050909,0.00086317,0.000161,0.012215,3.0553e-08,0.0041616,0.0092749,0.0092315,0,0,0,0.073632,0.073656,0.073656,0.073633,0.049662,0.10927,0.069121,0.26699,0.56066,0.36281
