t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,0.8,0.1,0,0,0.08639,0.99626,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073595,0.073606,0.073606,0.073595,0,0,0,0.28983,0.050007,0.97238
0.01,1.6,0.8,0.1,-6.5122e-08,7.3869e-07,0.08639,0.99626,4.791e-08,8.3984e-09,3.4161e-05,-9.5613e-07,0.00029508,-3.9517e-13,1.4334e-05,2.5259e-06,0.0034483,0,0,0,0.073596,0.073606,0.073606,0.073595,0.002851,0.00050771,0.009618,0.28038,0.051529,0.95125
0.02,1.6,0.8,0.1,-2.6837e-07,2.9233e-06,0.08639,0.99626,3.8013e-07,6.7693e-08,6.9282e-05,-5.0703e-06,0.00058099,-6.271e-12,5.6706e-05,1.0204e-05,0.0035917,0,0,0,0.073597,0.073607,0.073607,0.073597,0.005608,0.0010305,0.019026,0.27104,0.053017,0.93031
0.03,1.6,0.8,0.1,-6.214e-07,6.5069e-06,0.08639,0.99626,1.2724e-06,2.3016e-07,0.0001063,-1.229e-05,0.00085778,-3.1487e-11,0.00012618,2.3184e-05,0.0038281,0,0,0,0.073599,0.073609,0.073609,0.073599,0.0082721,0.0015679,0.028225,0.2618,0.054471,0.90957
0.04,1.6,0.8,0.1,-1.1356e-06,1.1443e-05,0.08639,0.99626,2.9911e-06,5.4953e-07,0.00014615,-2.2563e-05,0.0011256,-9.8694e-11,0.00022184,4.1611e-05,0.0041555,0,0,0,0.073602,0.073611,0.073611,0.073601,0.010844,0.0021198,0.037218,0.25266,0.05589,0.88902
0.05,1.6,0.8,0.1,-1.8223e-06,1.7686e-05,0.08639,0.99626,5.7934e-06,1.081e-06,0.00018971,-3.5838e-05,0.0013844,-2.3896e-10,0.00034277,6.5626e-05,0.0045718,0,0,0,0.073605,0.073614,0.073614,0.073604,0.013326,0.0026856,0.046006,0.24361,0.057277,0.86866
0.06,1.6,0.8,0.10001,-2.6923e-06,2.5189e-05,0.08639,0.99626,9.9276e-06,1.8812e-06,0.00023787,-5.2061e-05,0.0016344,-4.914e-10,0.00048805,9.5369e-05,0.0050749,0,0,0,0.073609,0.073617,0.073618,0.073608,0.015717,0.0032652,0.054592,0.23467,0.05863,0.84849
0.07,1.6,0.8,0.10001,-3.7564e-06,3.3908e-05,0.08639,0.99626,1.5633e-05,3.0079e-06,0.00029149,-7.118e-05,0.0018756,-9.028e-10,0.00065681,0.00013097,0.0056629,0,0,0,0.073613,0.073621,0.073622,0.073613,0.018019,0.0038581,0.062976,0.22583,0.059949,0.82852
0.08,1.6,0.8,0.10001,-5.0252e-06,4.3799e-05,0.08639,0.99626,2.3139e-05,4.5206e-06,0.00035141,-9.3144e-05,0.0021081,-1.5273e-09,0.00084815,0.00017257,0.0063338,0,0,0,0.073619,0.073626,0.073627,0.073618,0.020234,0.0044641,0.071163,0.21708,0.061236,0.80873
0.09,1.6,0.8,0.10002,-6.509e-06,5.4816e-05,0.08639,0.99626,3.2668e-05,6.4798e-06,0.00041844,-0.0001179,0.002332,-2.4259e-09,0.0010612,0.0002203,0.0070855,0,0,0,0.073625,0.073632,0.073633,0.073624,0.022361,0.0050827,0.079152,0.20844,0.062489,0.78914
0.1,1.6,0.8,0.10002,-8.2178e-06,6.6915e-05,0.08639,0.99626,4.4432e-05,8.9474e-06,0.00049338,-0.0001454,0.0025474,-3.6664e-09,0.0012951,0.00027427,0.0079162,0,0,0,0.073631,0.073638,0.073639,0.07363,0.024403,0.0057137,0.086946,0.19989,0.06371,0.76973
0.11,1.6,0.8,0.10003,-1.0161e-05,8.0054e-05,0.08639,0.99626,5.8636e-05,1.1986e-05,0.00057702,-0.00017558,0.0027544,-5.3227e-09,0.001549,0.00033461,0.0088238,0,0,0,0.073638,0.073644,0.073645,0.073637,0.026359,0.0063568,0.094547,0.19143,0.064899,0.75051
0.12,1.6,0.8,0.10003,-1.235e-05,9.419e-05,0.08639,0.99626,7.5475e-05,1.5661e-05,0.00067011,-0.0002084,0.002953,-7.4747e-09,0.001822,0.00040145,0.0098065,0,0,0,0.073646,0.073652,0.073653,0.073644,0.028232,0.0070116,0.10196,0.18308,0.066055,0.73148
0.13,1.6,0.8,0.10004,-1.4792e-05,0.00010928,0.08639,0.99626,9.5137e-05,2.0037e-05,0.00077339,-0.0002438,0.0031434,-1.0208e-08,0.0021133,0.00047488,0.010862,0,0,0,0.073654,0.073659,0.073661,0.073652,0.030021,0.0076778,0.10918,0.17482,0.067179,0.71264
0.14,1.6,0.8,0.10005,-1.7497e-05,0.00012528,0.08639,0.99626,0.0001178,2.5181e-05,0.00088759,-0.00028174,0.0033256,-1.3613e-08,0.0024221,0.00055504,0.011989,0,0,0,0.073662,0.073667,0.073669,0.073661,0.031729,0.0083551,0.11621,0.16666,0.068271,0.69398
0.15,1.6,0.8,0.10006,-2.0475e-05,0.00014215,0.08639,0.99626,0.00014364,3.1161e-05,0.0010134,-0.00032216,0.0034997,-1.7787e-08,0.0027476,0.00064202,0.013186,0,0,0,0.073672,0.073676,0.073678,0.07367,0.033355,0.0090431,0.12306,0.15859,0.069332,0.67551
0.16,1.6,0.8,0.10007,-2.3733e-05,0.00015986,0.08639,0.99626,0.00017281,3.8045e-05,0.0011515,-0.00036501,0.0036658,-2.2828e-08,0.003089,0.00073594,0.01445,0,0,0,0.073681,0.073686,0.073687,0.07368,0.034901,0.0097416,0.12972,0.15062,0.07036,0.65722
0.17,1.6,0.8,0.10008,-2.7281e-05,0.00017835,0.08639,0.99626,0.00020547,4.5903e-05,0.0013026,-0.00041024,0.0038241,-2.8843e-08,0.0034454,0.00083689,0.01578,0,0,0,0.073691,0.073695,0.073697,0.07369,0.036368,0.01045,0.1362,0.14275,0.071358,0.63911
0.18,1.6,0.8,0.10009,-3.1126e-05,0.00019759,0.08639,0.99626,0.00024176,5.4806e-05,0.0014673,-0.0004578,0.0039745,-3.5941e-08,0.0038161,0.00094497,0.017173,0,0,0,0.073702,0.073706,0.073707,0.0737,0.037756,0.011169,0.1425,0.13497,0.072324,0.62119
0.19,1.6,0.8,0.10011,-3.5278e-05,0.00021753,0.08639,0.99626,0.00028183,6.4827e-05,0.0016463,-0.00050763,0.0041172,-4.4233e-08,0.0042002,0.0010603,0.018629,0,0,0,0.073713,0.073716,0.073718,0.073711,0.039067,0.011897,0.14863,0.12728,0.073259,0.60345
0.2,1.6,0.8,0.10013,-3.9743e-05,0.00023815,0.08639,0.99626,0.00032581,7.6037e-05,0.0018401,-0.0005597,0.0042523,-5.3836e-08,0.0045971,0.0011829,0.020145,0,0,0,0.073725,0.073728,0.073729,0.073723,0.040302,0.012634,0.15457,0.11969,0.074163,0.58589
0.21,1.6,0.8,0.10015,-4.453e-05,0.0002594,0.08639,0.99626,0.00037381,8.851e-05,0.0020494,-0.00061394,0.0043798,-6.4869e-08,0.005006,0.001313,0.02172,0,0,0,0.073737,0.073739,0.073741,0.073735,0.041461,0.01338,0.16035,0.11219,0.075037,0.56852
0.22,1.6,0.80001,0.10017,-4.9646e-05,0.00028124,0.08639,0.99626,0.00042597,0.00010232,0.0022747,-0.00067031,0.0045,-7.7456e-08,0.0054261,0.0014506,0.023352,0,0,0,0.073749,0.073751,0.073753,0.073747,0.042546,0.014134,0.16594,0.10478,0.07588,0.55132
0.23,1.6,0.80001,0.10019,-5.5098e-05,0.00030364,0.08639,0.99626,0.00048237,0.00011755,0.0025166,-0.00072876,0.0046127,-9.1721e-08,0.0058567,0.0015957,0.025038,0,0,0,0.073762,0.073764,0.073766,0.07376,0.043557,0.014897,0.17137,0.097469,0.076692,0.5343
0.24,1.6,0.80001,0.10022,-6.0894e-05,0.00032656,0.08639,0.99626,0.00054313,0.00013426,0.0027757,-0.00078923,0.0047182,-1.0779e-07,0.006297,0.0017485,0.026779,0,0,0,0.073775,0.073777,0.073779,0.073773,0.044496,0.015668,0.17663,0.090248,0.077475,0.51746
0.25,1.6,0.80001,0.10025,-6.7039e-05,0.00034995,0.08639,0.99626,0.00060834,0.00015254,0.0030524,-0.00085169,0.0048165,-1.258e-07,0.0067464,0.0019091,0.02857,0,0,0,0.073789,0.07379,0.073792,0.073786,0.045363,0.016447,0.18172,0.083118,0.078228,0.5008
0.26,1.6,0.80001,0.10028,-7.3542e-05,0.00037379,0.08639,0.99626,0.00067809,0.00017247,0.0033472,-0.00091608,0.0049078,-1.4587e-07,0.007204,0.0020775,0.030412,0,0,0,0.073803,0.073804,0.073806,0.0738,0.046158,0.017233,0.18665,0.07608,0.078951,0.48432
0.27,1.6001,0.80001,0.10031,-8.0408e-05,0.00039804,0.08639,0.99626,0.00075245,0.00019412,0.0036608,-0.00098235,0.004992,-1.6815e-07,0.0076693,0.0022538,0.032303,0,0,0,0.073817,0.073818,0.07382,0.073815,0.046884,0.018026,0.19141,0.069132,0.079644,0.46801
0.28,1.6001,0.80001,0.10035,-8.7643e-05,0.00042267,0.08639,0.99626,0.0008315,0.00021757,0.0039935,-0.0010505,0.0050694,-1.9276e-07,0.0081415,0.002438,0.03424,0,0,0,0.073832,0.073832,0.073834,0.073829,0.047541,0.018825,0.19601,0.062276,0.080308,0.45188
0.29,1.6001,0.80002,0.10039,-9.5254e-05,0.00044763,0.08639,0.99626,0.0009153,0.00024291,0.0043457,-0.0011203,0.0051399,-2.1984e-07,0.0086199,0.0026303,0.036223,0,0,0,0.073847,0.073847,0.073849,0.073844,0.04813,0.019632,0.20045,0.055509,0.080943,0.43592
0.3,1.6001,0.80002,0.10044,-8.1928e-05,0.00047705,0.131,0.99138,0.0010039,0.0002702,0.004718,-0.00072074,0.0052897,-2.4953e-07,0.0091039,0.0028307,0.038249,0,0,0,0.073862,0.073862,0.073864,0.073859,0.048652,0.020444,0.20473,0.048832,0.081549,0.42014
0.31,1.6001,0.80002,0.10049,-8.8265e-05,0.00050309,0.13275,0.99115,0.0010974,0.00029955,0.0051108,-0.00076972,0.005356,-2.8197e-07,0.0095927,0.0030392,0.040317,0,0,0,0.073878,0.073877,0.07388,0.073875,0.049107,0.021263,0.20885,0.042245,0.082126,0.40453
0.32,1.6001,0.80003,0.10054,-9.4882e-05,0.00052942,0.13452,0.99091,0.0011958,0.00033102,0.0055245,-0.00082031,0.0054164,-3.173e-07,0.010086,0.0032559,0.042425,0,0,0,0.073894,0.073893,0.073896,0.073891,0.049497,0.022087,0.21282,0.035747,0.082674,0.38909
0.33,1.6001,0.80003,0.1006,-0.00010178,0.00055599,0.1363,0.99067,0.0012991,0.00036469,0.0059595,-0.00087253,0.0054711,-3.5565e-07,0.010582,0.003481,0.044572,0,0,0,0.07391,0.073909,0.073912,0.073907,0.049822,0.022916,0.21663,0.029337,0.083194,0.37382
0.34,1.6001,0.80003,0.10066,-0.00010897,0.00058279,0.13811,0.99042,0.0014074,0.00040066,0.0064161,-0.00092637,0.0055201,-3.9718e-07,0.011082,0.0037143,0.046757,0,0,0,0.073926,0.073925,0.073928,0.073924,0.050084,0.02375,0.2203,0.023015,0.083686,0.35873
