t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,1.6,0.1,-0,0,-0.57238,0.81999,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073592,0.073609,0.073609,0.073592,0,0,0,0.16034,-0.4345,0.90352
0.01,1.6,1.6,0.1,6.7165e-07,9.6007e-07,-0.57238,0.81999,2.6445e-08,-7.2091e-08,3.415e-05,1.0893e-06,0.00046704,7.1079e-13,7.9058e-06,-2.1595e-05,0.0034448,0,0,0,0.073592,0.073609,0.073609,0.073592,0.0015701,-0.004306,0.0089368,0.15369,-0.42672,0.88388
0.02,1.6,1.6,0.1,2.6778e-06,3.8067e-06,-0.57238,0.81999,2.0935e-07,-5.7414e-07,6.9192e-05,5.7799e-06,0.00092433,1.1284e-11,3.1181e-05,-8.5862e-05,0.0035781,0,0,0,0.073593,0.07361,0.07361,0.073594,0.003074,-0.0085346,0.017678,0.14712,-0.419,0.86441
0.03,1.6,1.6,0.1,6.0054e-06,8.4897e-06,-0.57238,0.81999,6.9911e-07,-1.929e-06,0.000106,1.4015e-05,0.0013719,5.6675e-11,6.9169e-05,-0.00019203,0.0037978,0,0,0,0.073595,0.073612,0.073611,0.073596,0.0045127,-0.012686,0.026226,0.14063,-0.41135,0.84512
0.04,1.6,1.6,0.1,1.0641e-05,1.496e-05,-0.57238,0.81999,1.6396e-06,-4.5519e-06,0.00014543,2.5737e-05,0.0018099,1.7771e-10,0.00012122,-0.00033933,0.004102,0,0,0,0.073598,0.073614,0.073613,0.073598,0.0058869,-0.016762,0.034581,0.13422,-0.40375,0.82602
0.05,1.6,1.6,0.1,1.6571e-05,2.3167e-05,-0.57238,0.81999,3.1683e-06,-8.8503e-06,0.00018831,4.0889e-05,0.0022383,4.3042e-10,0.0001867,-0.00052701,0.0044888,0,0,0,0.073601,0.073617,0.073616,0.073601,0.0071975,-0.020762,0.042747,0.1279,-0.39622,0.80708
0.06,1.6,1.6,0.10001,2.3783e-05,3.3063e-05,-0.57238,0.81999,5.4162e-06,-1.5224e-05,0.00023547,5.9414e-05,0.0026572,8.8543e-10,0.00026496,-0.00075432,0.0049563,0,0,0,0.073604,0.07362,0.073619,0.073605,0.0084452,-0.024686,0.050723,0.12165,-0.38875,0.78833
0.07,1.6,1.6,0.10001,3.2264e-05,4.4599e-05,-0.57238,0.81999,8.508e-06,-2.4066e-05,0.0002877,8.1256e-05,0.0030667,1.6273e-09,0.00035539,-0.0010205,0.0055026,0,0,0,0.073608,0.073624,0.073623,0.073609,0.0096308,-0.028537,0.058514,0.11549,-0.38134,0.76974
0.08,1.6,1.6,0.10001,4.1999e-05,5.7728e-05,-0.57238,0.81999,1.2562e-05,-3.5761e-05,0.00034578,0.00010636,0.0034668,2.7538e-09,0.00045737,-0.0013248,0.0061259,0,0,0,0.073613,0.073629,0.073628,0.073614,0.010755,-0.032313,0.066119,0.1094,-0.37398,0.75134
0.09,1.6,1.6,0.10002,5.2975e-05,7.2402e-05,-0.57238,0.81999,1.7692e-05,-5.0687e-05,0.00041047,0.00013466,0.0038577,4.3756e-09,0.00057029,-0.0016665,0.0068244,0,0,0,0.073619,0.073634,0.073633,0.07362,0.011819,-0.036017,0.073541,0.1034,-0.36669,0.7331
0.1,1.6,1.6,0.10002,6.5179e-05,8.8574e-05,-0.57238,0.81999,2.4003e-05,-6.9214e-05,0.00048251,0.00016611,0.0042393,6.6152e-09,0.00069356,-0.0020449,0.0075961,0,0,0,0.073624,0.07364,0.073638,0.073626,0.012823,-0.039647,0.080782,0.097468,-0.35946,0.71504
0.11,1.6,1.6,0.10003,7.8597e-05,0.0001062,-0.57238,0.81999,3.1596e-05,-9.1705e-05,0.00056263,0.00020064,0.0046118,9.6068e-09,0.00082657,-0.0024592,0.0084394,0,0,0,0.073631,0.073646,0.073644,0.073632,0.013769,-0.043206,0.087842,0.091619,-0.35229,0.69716
0.12,1.6,1.6,0.10003,9.3217e-05,0.00012523,-0.57238,0.81999,4.0565e-05,-0.00011852,0.00065153,0.00023821,0.0049753,1.3495e-08,0.00096874,-0.0029088,0.0093524,0,0,0,0.073638,0.073652,0.073651,0.073639,0.014656,-0.046693,0.094725,0.085849,-0.34517,0.67944
0.13,1.6,1.6,0.10004,0.00010902,0.00014562,-0.57238,0.81999,5.0999e-05,-0.00015,0.00074991,0.00027876,0.0053297,1.8436e-08,0.0011195,-0.0033928,0.010333,0,0,0,0.073645,0.07366,0.073658,0.073647,0.015486,-0.05011,0.10143,0.080156,-0.33812,0.6619
0.14,1.6,1.6,0.10005,0.000126,0.00016732,-0.57238,0.81999,6.2981e-05,-0.00018649,0.00085842,0.00032223,0.0056753,2.4594e-08,0.0012783,-0.0039107,0.01138,0,0,0,0.073653,0.073667,0.073666,0.073655,0.016259,-0.053456,0.10796,0.074541,-0.33112,0.64452
0.15,1.6,1.6,0.10006,0.00014415,0.00019029,-0.57238,0.81999,7.6589e-05,-0.00022832,0.00097773,0.00036855,0.006012,3.2144e-08,0.0014445,-0.0044617,0.012492,0,0,0,0.073662,0.073676,0.073674,0.073663,0.016977,-0.056732,0.11432,0.069003,-0.32419,0.62732
0.16,1.6,1.6,0.10007,0.00016343,0.00021449,-0.57238,0.81999,9.1894e-05,-0.00027583,0.0011085,0.00041769,0.0063399,4.1268e-08,0.0016176,-0.0050451,0.013666,0,0,0,0.073671,0.073684,0.073683,0.073672,0.01764,-0.05994,0.12051,0.063542,-0.31731,0.61028
0.17,1.6,1.6,0.10008,0.00018386,0.00023987,-0.57238,0.81999,0.00010896,-0.00032933,0.0012513,0.00046958,0.0066592,5.2157e-08,0.0017971,-0.0056603,0.014902,0,0,0,0.07368,0.073694,0.073692,0.073682,0.018248,-0.063079,0.12653,0.058157,-0.31049,0.59342
0.18,1.6,1.6,0.10009,0.0002054,0.00026639,-0.57238,0.81999,0.00012786,-0.00038914,0.0014067,0.00052417,0.0069699,6.5011e-08,0.0019824,-0.0063065,0.016196,0,0,0,0.07369,0.073703,0.073701,0.073692,0.018803,-0.06615,0.13238,0.052849,-0.30373,0.57672
0.19,1.6,1.6,0.10011,0.00022804,0.00029401,-0.57238,0.81999,0.00014863,-0.00045556,0.0015754,0.00058139,0.0072721,8.0033e-08,0.002173,-0.0069831,0.017549,0,0,0,0.0737,0.073713,0.073711,0.073702,0.019305,-0.069153,0.13806,0.047616,-0.29702,0.56019
