t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,0,0,0.056689,0.99839,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073583,0.073618,0.073618,0.073583,0,0,0,0.93855,0.10661,0.38091
0.01,3.8955e-10,4.4381e-11,0.1,-1.3609e-07,2.3872e-06,0.056689,0.99839,1.5567e-07,1.7749e-08,3.4063e-05,-4.8673e-07,0.00095336,-6.4772e-13,4.6626e-05,5.3227e-06,0.0034189,0,0,0,0.073583,0.073618,0.073618,0.073583,0.0092951,0.0010638,0.0037757,0.92049,0.10615,0.37423
0.02,6.2088e-09,7.0949e-10,0.1,-5.4626e-07,9.4874e-06,0.056689,0.99839,1.2394e-06,1.4184e-07,6.8503e-05,-2.5837e-06,0.0018884,-1.0294e-11,0.0001853,2.126e-05,0.0034753,0,0,0,0.073584,0.073618,0.073618,0.073584,0.01841,0.002123,0.0074848,0.90256,0.10569,0.36761
0.03,3.131e-08,3.5887e-09,0.1,-1.2333e-06,2.1209e-05,0.056689,0.99839,4.1626e-06,4.7818e-07,0.00010369,-6.2691e-06,0.0028053,-5.1761e-11,0.00041424,4.7766e-05,0.0035684,0,0,0,0.073585,0.073618,0.073619,0.073585,0.027347,0.0031775,0.011128,0.88478,0.10522,0.36103
0.04,9.8573e-08,1.1332e-08,0.1,-2.2001e-06,3.7462e-05,0.056689,0.99839,9.819e-06,1.1322e-06,0.00013999,-1.1521e-05,0.0037042,-1.6248e-10,0.00073165,8.4794e-05,0.0036976,0,0,0,0.073586,0.073619,0.073619,0.073586,0.036106,0.0042273,0.014706,0.86714,0.10475,0.35451
0.05,2.3972e-07,2.7642e-08,0.1,-3.4491e-06,5.8155e-05,0.056689,0.99839,1.9085e-05,2.209e-06,0.00017776,-1.8318e-05,0.0045851,-3.9399e-10,0.0011358,0.0001323,0.0038623,0,0,0,0.073588,0.07362,0.07362,0.073588,0.04469,0.0052724,0.018218,0.84963,0.10427,0.34803
0.06,4.9516e-07,5.7269e-08,0.10001,-4.983e-06,8.3199e-05,0.056689,0.99839,3.2818e-05,3.8129e-06,0.00021735,-2.6637e-05,0.0054482,-8.1143e-10,0.0016249,0.00019023,0.0040618,0,0,0,0.07359,0.073621,0.073621,0.07359,0.053099,0.0063126,0.021666,0.83227,0.10378,0.3416
0.07,9.1377e-07,1.0601e-07,0.10001,-6.8044e-06,0.0001125,0.056689,0.99839,5.1859e-05,6.0481e-06,0.00025911,-3.6458e-05,0.0062937,-1.493e-09,0.0021972,0.00025853,0.0042954,0,0,0,0.073592,0.073622,0.073623,0.073592,0.061336,0.007348,0.025051,0.81504,0.10329,0.33522
0.08,1.5528e-06,1.8068e-07,0.10001,-8.9157e-06,0.00014598,0.056689,0.99839,7.7033e-05,9.018e-06,0.00030337,-4.7759e-05,0.0071215,-2.5296e-09,0.002851,0.00033717,0.0045626,0,0,0,0.073594,0.073624,0.073625,0.073594,0.069401,0.0083785,0.028371,0.79796,0.1028,0.3289
0.09,2.4776e-06,2.8916e-07,0.10001,-1.1319e-05,0.00018355,0.056689,0.99839,0.00010915,1.2826e-05,0.00035047,-6.0517e-05,0.007932,-4.0242e-09,0.0035846,0.00042609,0.0048626,0,0,0,0.073597,0.073626,0.073626,0.073596,0.077296,0.009404,0.031629,0.78101,0.1023,0.32261
