t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,1.6,0.1,-0,0,-0.60324,0.79756,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.07359,0.073611,0.073611,0.07359,0,0,0,0.14725,-0.51849,0.86096
0.01,1.6,1.6,0.1,8.2221e-07,1.0855e-06,-0.60324,0.79756,2.4278e-08,-8.591e-08,3.4143e-05,8.4678e-07,0.00054243,6.4186e-13,7.257e-06,-2.5723e-05,0.0034427,0,0,0,0.073591,0.073611,0.073611,0.073591,0.0014409,-0.0051244,0.0085171,0.14095,-0.5064,0.84249
0.02,1.6,1.6,0.1,3.269e-06,4.3002e-06,-0.60324,0.79756,1.9212e-07,-6.8325e-07,6.9136e-05,4.4899e-06,0.0010713,1.0189e-11,2.861e-05,-0.00010209,0.0035697,0,0,0,0.073592,0.073611,0.073611,0.073592,0.0028193,-0.010128,0.01685,0.13473,-0.49442,0.82419
0.03,1.6,1.6,0.1,7.3106e-06,9.5819e-06,-0.60324,0.79756,6.4138e-07,-2.2924e-06,0.00010581,1.0885e-05,0.0015867,5.117e-11,6.3436e-05,-0.00022789,0.0037791,0,0,0,0.073594,0.073613,0.073613,0.073594,0.0041358,-0.015013,0.025001,0.12859,-0.48256,0.80605
0.04,1.6,1.6,0.1,1.2918e-05,1.6869e-05,-0.60324,0.79756,1.5037e-06,-5.402e-06,0.00014499,1.9986e-05,0.0020888,1.6043e-10,0.00011112,-0.00040196,0.0040692,0,0,0,0.073596,0.073615,0.073614,0.073597,0.0053914,-0.01978,0.032972,0.12253,-0.47082,0.78807
0.05,1.6,1.6,0.1,2.0061e-05,2.61e-05,-0.60324,0.79756,2.9047e-06,-1.0489e-05,0.00018746,3.175e-05,0.0025776,3.8855e-10,0.00017106,-0.0006231,0.004438,0,0,0,0.073599,0.073617,0.073617,0.0736,0.0065867,-0.02443,0.040763,0.11655,-0.45919,0.77027
0.06,1.6,1.6,0.10001,2.871e-05,3.7215e-05,-0.60324,0.79756,4.9638e-06,-1.8017e-05,0.000234,4.6131e-05,0.0030533,7.9923e-10,0.00024266,-0.00089017,0.0048838,0,0,0,0.073603,0.073621,0.07362,0.073603,0.0077226,-0.028964,0.048378,0.11064,-0.44768,0.75262
0.07,1.6,1.6,0.10001,3.8838e-05,5.0154e-05,-0.60324,0.79756,7.7948e-06,-2.8441e-05,0.00028539,6.3085e-05,0.0035161,1.4687e-09,0.00032532,-0.001202,0.0054049,0,0,0,0.073607,0.073624,0.073624,0.073607,0.0087998,-0.033384,0.055816,0.10481,-0.43628,0.73515
0.08,1.6,1.6,0.10001,5.0414e-05,6.4858e-05,-0.60324,0.79756,1.1505e-05,-4.2203e-05,0.00034235,8.2567e-05,0.0039659,2.4853e-09,0.00041846,-0.0015575,0.0059996,0,0,0,0.073611,0.073629,0.073628,0.073612,0.0098191,-0.03769,0.063081,0.099058,-0.42499,0.71783
0.09,1.6,1.6,0.10002,6.3411e-05,8.1267e-05,-0.60324,0.79756,1.6197e-05,-5.9732e-05,0.00040562,0.00010453,0.004403,3.9486e-09,0.00052151,-0.0019554,0.006666,0,0,0,0.073617,0.073633,0.073632,0.073617,0.010781,-0.041884,0.070174,0.09338,-0.41382,0.70068
0.1,1.6,1.6,0.10002,7.78e-05,9.9324e-05,-0.60324,0.79756,2.1967e-05,-8.1449e-05,0.0004759,0.00012894,0.0048274,5.9693e-09,0.0006339,-0.0023948,0.0074025,0,0,0,0.073622,0.073639,0.073638,0.073623,0.011687,-0.045967,0.077095,0.087777,-0.40276,0.68369
0.11,1.6,1.6,0.10003,9.3551e-05,0.00011897,-0.60324,0.79756,2.8904e-05,-0.00010776,0.00055389,0.00015574,0.0052394,8.6681e-09,0.00075507,-0.0028744,0.0082073,0,0,0,0.073629,0.073645,0.073644,0.07363,0.012537,-0.04994,0.083848,0.08225,-0.39181,0.66686
0.12,1.6,1.6,0.10003,0.00011064,0.00014015,-0.60324,0.79756,3.7095e-05,-0.00013907,0.00064027,0.00018489,0.0056389,1.2176e-08,0.00088446,-0.0033932,0.0090789,0,0,0,0.073635,0.073651,0.07365,0.073636,0.013332,-0.053803,0.090433,0.076798,-0.38097,0.6502
0.13,1.6,1.6,0.10004,0.00012903,0.00016281,-0.60324,0.79756,4.6619e-05,-0.00017575,0.00073569,0.00021634,0.0060261,1.6632e-08,0.0010215,-0.0039501,0.010015,0,0,0,0.073643,0.073658,0.073657,0.073644,0.014073,-0.057559,0.096852,0.07142,-0.37025,0.63369
0.14,1.6,1.6,0.10005,0.00014871,0.00018689,-0.60324,0.79756,5.755e-05,-0.00021819,0.00084079,0.00025006,0.0064012,2.2186e-08,0.0011657,-0.004544,0.011015,0,0,0,0.07365,0.073665,0.073664,0.073651,0.014761,-0.061209,0.10311,0.066117,-0.35964,0.61734
0.15,1.6,1.6,0.10006,0.00016963,0.00021234,-0.60324,0.79756,6.9956e-05,-0.00026675,0.0009562,0.000286,0.0067643,2.8994e-08,0.0013166,-0.0051739,0.012077,0,0,0,0.073658,0.073673,0.073671,0.07366,0.015396,-0.064753,0.1092,0.060887,-0.34914,0.60116
0.16,1.6,1.6,0.10007,0.00019178,0.0002391,-0.60324,0.79756,8.3901e-05,-0.00032179,0.0010825,0.00032411,0.0071154,3.7221e-08,0.0014735,-0.0058388,0.013199,0,0,0,0.073667,0.073681,0.07368,0.073668,0.015979,-0.068192,0.11513,0.055731,-0.33874,0.58513
0.17,1.6,1.6,0.10008,0.00021513,0.00026711,-0.60324,0.79756,9.9444e-05,-0.00038364,0.0012204,0.00036435,0.0074548,4.704e-08,0.001636,-0.0065374,0.014379,0,0,0,0.073676,0.07369,0.073688,0.073677,0.016511,-0.071528,0.1209,0.050649,-0.32846,0.56926
0.18,1.6,1.6,0.10009,0.00023965,0.00029634,-0.60324,0.79756,0.00011664,-0.00045265,0.0013703,0.00040668,0.0077825,5.8627e-08,0.0018035,-0.007269,0.015616,0,0,0,0.073685,0.073699,0.073697,0.073687,0.016992,-0.074762,0.12652,0.045639,-0.31829,0.55355
0.19,1.6,1.6,0.1001,0.00026531,0.00032671,-0.60324,0.79756,0.00013553,-0.00052913,0.0015329,0.00045106,0.0080986,7.217e-08,0.0019757,-0.0080323,0.016909,0,0,0,0.073695,0.073708,0.073707,0.073697,0.017424,-0.077894,0.13197,0.040701,-0.30823,0.53799
0.2,1.6,1.6,0.10012,0.00029209,0.00035819,-0.60324,0.79756,0.00015616,-0.0006134,0.0017087,0.00049743,0.0084034,8.7858e-08,0.0021518,-0.0088265,0.018255,0,0,0,0.073706,0.073718,0.073717,0.073707,0.017806,-0.080926,0.13728,0.035836,-0.29827,0.52259
0.21,1.6,1.6,0.10014,0.00031997,0.00039072,-0.60324,0.79756,0.00017858,-0.00070576,0.0018982,0.00054577,0.0086969,1.0589e-07,0.0023316,-0.0096505,0.019654,0,0,0,0.073716,0.073729,0.073727,0.073718,0.018141,-0.08386,0.14243,0.031043,-0.28842,0.50735
0.22,1.6,1.6,0.10016,0.0003489,0.00042424,-0.60324,0.79756,0.00020281,-0.0008065,0.0021019,0.00059602,0.0089792,1.2646e-07,0.0025145,-0.010503,0.021103,0,0,0,0.073727,0.073739,0.073737,0.073729,0.018427,-0.086695,0.14742,0.026321,-0.27868,0.49226
0.23,1.6,1.5999,0.10018,0.00037888,0.00045872,-0.60324,0.79756,0.00022888,-0.00091592,0.0023204,0.00064815,0.0092506,1.4978e-07,0.0027,-0.011384,0.022602,0,0,0,0.073739,0.07375,0.073748,0.073741,0.018667,-0.089434,0.15227,0.02167,-0.26905,0.47732
0.24,1.6,1.5999,0.10021,0.00040185,0.00050064,-0.61603,0.78773,0.00025681,-0.0010343,0.0025541,0.00039506,0.0095287,1.7606e-07,0.0028877,-0.012292,0.024148,0,0,0,0.073751,0.073762,0.07376,0.073752,0.018861,-0.092077,0.15697,0.01709,-0.25953,0.46254
0.25,1.6,1.5999,0.10023,0.00043283,0.0005377,-0.61662,0.78726,0.00028664,-0.0011618,0.0028035,0.00042808,0.0097807,2.0551e-07,0.0030771,-0.013225,0.025741,0,0,0,0.073763,0.073774,0.073772,0.073764,0.019009,-0.094625,0.16152,0.01258,-0.25011,0.44791
0.26,1.6,1.5999,0.10026,0.00046471,0.00057564,-0.61721,0.7868,0.00031836,-0.0012989,0.0030691,0.00046237,0.010022,2.3835e-07,0.0032677,-0.014184,0.027378,0,0,0,0.073775,0.073786,0.073784,0.073777,0.019113,-0.097079,0.16593,0.0081409,-0.24079,0.43344
0.27,1.6,1.5999,0.10029,0.00049745,0.00061439,-0.61781,0.78633,0.000352,-0.0014456,0.0033512,0.00049793,0.010253,2.748e-07,0.0034592,-0.015167,0.029059,0,0,0,0.073788,0.073798,0.073796,0.07379,0.019172,-0.099441,0.17019,0.0037712,-0.23159,0.41911
0.28,1.6,1.5999,0.10033,0.00053103,0.00065393,-0.61841,0.78586,0.00038755,-0.0016023,0.0036504,0.00053474,0.010475,3.1508e-07,0.003651,-0.016172,0.030782,0,0,0,0.073801,0.073811,0.073809,0.073803,0.019189,-0.10171,0.17431,-0.00052914,-0.22248,0.40494
0.29,1.6,1.5999,0.10037,0.00056542,0.0006942,-0.61901,0.78538,0.00042502,-0.0017691,0.003967,0.00057281,0.010686,3.5941e-07,0.0038428,-0.017201,0.032545,0,0,0,0.073814,0.073824,0.073822,0.073816,0.019162,-0.10389,0.17829,-0.0047604,-0.21348,0.39092
0.3,1.6,1.5998,0.10041,0.00060059,0.00073516,-0.61962,0.7849,0.0004644,-0.0019464,0.0043014,0.00061213,0.010887,4.0803e-07,0.0040341,-0.01825,0.034347,0,0,0,0.073828,0.073837,0.073835,0.07383,0.019094,-0.10598,0.18213,-0.0089229,-0.20459,0.37705
0.31,1.6,1.5998,0.10045,0.00063653,0.00077677,-0.62023,0.78442,0.0005057,-0.0021342,0.0046541,0.00065268,0.011078,4.6116e-07,0.0042246,-0.01932,0.036187,0,0,0,0.073842,0.073851,0.073849,0.073844,0.018984,-0.10798,0.18583,-0.013017,-0.1958,0.36333
0.32,1.6,1.5998,0.1005,0.0006732,0.00081899,-0.62084,0.78394,0.00054889,-0.0023328,0.0050253,0.00069447,0.01126,5.1902e-07,0.0044137,-0.020409,0.038063,0,0,0,0.073856,0.073865,0.073863,0.073859,0.018833,-0.1099,0.1894,-0.017043,-0.18711,0.34975
0.33,1.6001,1.5998,0.10055,0.00071058,0.00086177,-0.62146,0.78345,0.00059396,-0.0025424,0.0054155,0.00073749,0.011432,5.8185e-07,0.0046011,-0.021518,0.039975,0,0,0,0.073871,0.073879,0.073877,0.073873,0.018643,-0.11173,0.19283,-0.021002,-0.17853,0.33633
0.34,1.6001,1.5998,0.10061,0.00074865,0.00090508,-0.62208,0.78295,0.0006409,-0.0027632,0.0058249,0.00078173,0.011595,6.4988e-07,0.0047864,-0.022644,0.041919,0,0,0,0.073886,0.073894,0.073891,0.073888,0.018414,-0.11347,0.19613,-0.024893,-0.17004,0.32305
0.35,1.6001,1.5997,0.10067,0.00078738,0.00094887,-0.6227,0.78246,0.00068968,-0.0029954,0.0062539,0.00082719,0.011749,7.2334e-07,0.0049692,-0.023787,0.043897,0,0,0,0.073901,0.073908,0.073906,0.073903,0.018146,-0.11513,0.19929,-0.028717,-0.16166,0.30992
0.36,1.6001,1.5997,0.10073,0.00082676,0.00099311,-0.62333,0.78196,0.00074028,-0.003239,0.0067029,0.00087385,0.011893,8.0245e-07,0.0051492,-0.024946,0.045905,0,0,0,0.073916,0.073923,0.073921,0.073918,0.01784,-0.1167,0.20233,-0.032474,-0.15338,0.29693
0.37,1.6001,1.5997,0.1008,0.00086674,0.0010377,-0.62396,0.78145,0.00079266,-0.0034943,0.0071721,0.00092172,0.012029,8.8745e-07,0.0053259,-0.02612,0.047943,0,0,0,0.073931,0.073938,0.073936,0.073934,0.017496,-0.11819,0.20523,-0.036165,-0.1452,0.28409
0.38,1.6001,1.5996,0.10088,0.00090732,0.0010827,-0.6246,0.78094,0.00084678,-0.0037615,0.0076619,0.00097078,0.012156,9.7857e-07,0.005499,-0.027309,0.050009,0,0,0,0.073947,0.073954,0.073951,0.073949,0.017116,-0.11961,0.20801,-0.03979,-0.13712,0.2714
0.39,1.6001,1.5996,0.10096,0.00094847,0.0011281,-0.62524,0.78043,0.00090262,-0.0040406,0.0081724,0.001021,0.012274,1.076e-06,0.0056681,-0.028512,0.052102,0,0,0,0.073963,0.073969,0.073967,0.073965,0.016701,-0.12094,0.21066,-0.04335,-0.12915,0.25885
0.4,1.6001,1.5995,0.10104,0.00099017,0.0011737,-0.62588,0.77992,0.00096013,-0.0043318,0.008704,0.0010725,0.012383,1.1801e-06,0.0058329,-0.029728,0.054222,0,0,0,0.073979,0.073985,0.073983,0.073981,0.01625,-0.12219,0.21318,-0.046844,-0.12127,0.24645
0.41,1.6001,1.5995,0.10113,0.0010324,0.0012196,-0.62653,0.7794,0.0010193,-0.0046352,0.0092569,0.0011251,0.012485,1.2909e-06,0.005993,-0.030956,0.056366,0,0,0,0.073995,0.074001,0.073999,0.073998,0.015764,-0.12336,0.21559,-0.050273,-0.11349,0.23418
0.42,1.6001,1.5995,0.10123,0.0010751,0.0012657,-0.62718,0.77887,0.00108,-0.0049509,0.0098314,0.0011788,0.012578,1.4087e-06,0.0061481,-0.032195,0.058533,0,0,0,0.074011,0.074017,0.074015,0.074014,0.015244,-0.12446,0.21787,-0.053638,-0.10581,0.22206
0.43,1.6001,1.5994,0.10133,0.0011183,0.0013119,-0.62783,0.77835,0.0011422,-0.0052791,0.010428,0.0012338,0.012662,1.5338e-06,0.0062978,-0.033445,0.060723,0,0,0,0.074028,0.074034,0.074031,0.074031,0.014692,-0.12548,0.22003,-0.056938,-0.098225,0.21009
0.44,1.6002,1.5993,0.10144,0.001162,0.0013583,-0.62849,0.77781,0.0012059,-0.0056198,0.011046,0.0012899,0.012739,1.6664e-06,0.0064418,-0.034704,0.062933,0,0,0,0.074045,0.07405,0.074047,0.074048,0.014106,-0.12642,0.22207,-0.060175,-0.09074,0.19825
0.45,1.6002,1.5993,0.10155,0.0012061,0.0014049,-0.62915,0.77728,0.001271,-0.0059732,0.011686,0.0013471,0.012808,1.8066e-06,0.0065798,-0.035973,0.065164,0,0,0,0.074062,0.074067,0.074064,0.074065,0.013488,-0.12729,0.224,-0.063348,-0.083353,0.18655
