t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,0,0,0.60117,0.79912,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073583,0.073618,0.073618,0.073583,0,0,0,0.25891,0.89893,0.40483
0.01,1.0764e-10,3.7313e-10,0.1,-1.4233e-06,1.8931e-06,0.60117,0.79912,4.3032e-08,1.4911e-07,3.4067e-05,6.087e-07,0.00094448,8.0234e-13,1.2898e-05,4.4661e-05,0.0034201,0,0,0,0.073583,0.073618,0.073618,0.073583,0.0025748,0.0089038,0.0040119,0.25605,0.88185,0.39756
0.02,1.7184e-09,5.9473e-09,0.1,-5.6529e-06,7.5299e-06,0.60117,0.79912,3.4331e-07,1.1872e-06,6.8535e-05,3.2312e-06,0.0018715,1.2751e-11,5.1401e-05,0.00017751,0.00348,0,0,0,0.073584,0.073618,0.073618,0.073584,0.0051211,0.017637,0.0079513,0.25321,0.86491,0.39034
0.03,8.6804e-09,2.9993e-08,0.1,-1.2628e-05,1.6847e-05,0.60117,0.79912,1.1555e-06,3.9876e-06,0.0001038,7.8402e-06,0.0027811,6.4116e-11,0.00011523,0.00039685,0.0035789,0,0,0,0.073585,0.073619,0.073618,0.073585,0.007639,0.026202,0.011819,0.25037,0.84809,0.38318
0.04,2.7373e-08,9.443e-08,0.1,-2.229e-05,2.978e-05,0.60117,0.79912,2.7313e-06,9.4068e-06,0.00014024,1.4408e-05,0.0036735,2.0127e-10,0.00020409,0.000701,0.0037161,0,0,0,0.073586,0.073619,0.073619,0.073587,0.010129,0.0346,0.015615,0.24755,0.83141,0.37608
0.05,6.6681e-08,2.2966e-07,0.1,-3.4577e-05,4.6268e-05,0.60117,0.79912,5.3197e-06,1.8285e-05,0.00017825,2.2908e-05,0.0045487,4.8804e-10,0.0003177,0.0010883,0.003891,0,0,0,0.073588,0.07362,0.07362,0.073588,0.01259,0.042831,0.019341,0.24473,0.81485,0.36902
0.06,1.3796e-07,4.744e-07,0.10001,-4.9432e-05,6.6246e-05,0.60117,0.79912,9.1669e-06,3.1444e-05,0.00021818,3.3313e-05,0.0054068,1.0051e-09,0.00045579,0.0015571,0.0041027,0,0,0,0.07359,0.073622,0.073621,0.07359,0.015023,0.050897,0.022996,0.24192,0.79843,0.36203
0.07,2.5503e-07,8.7551e-07,0.10001,-6.6796e-05,8.9654e-05,0.60117,0.79912,1.4516e-05,4.9692e-05,0.00026042,4.5595e-05,0.0062481,1.8494e-09,0.00061807,0.0021057,0.0043507,0,0,0,0.073592,0.073623,0.073623,0.073593,0.017428,0.0588,0.026581,0.23913,0.78213,0.35509
0.08,4.341e-07,1.4878e-06,0.10001,-8.6611e-05,0.00011643,0.60117,0.79912,2.1608e-05,7.3819e-05,0.00030531,5.9727e-05,0.0070725,3.1334e-09,0.00080427,0.0027325,0.0046341,0,0,0,0.073594,0.073625,0.073625,0.073595,0.019806,0.06654,0.030098,0.23634,0.76596,0.3482
0.09,6.9379e-07,2.3741e-06,0.10001,-0.00010882,0.00014651,0.60117,0.79912,3.068e-05,0.0001046,0.00035322,7.5682e-05,0.0078802,4.9847e-09,0.0010141,0.003436,0.0049524,0,0,0,0.073597,0.073627,0.073627,0.073598,0.022155,0.07412,0.033546,0.23357,0.74992,0.34137
