t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.2,0,0.1,0,0,0.52029,0.85399,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073591,0.07361,0.07361,0.073591,0,0,0,0.2285,0.44124,0.88736
0.01,1.2,1.8322e-10,0.1,-6.5509e-07,1.073e-06,0.52029,0.85399,3.7758e-08,7.3227e-08,3.4147e-05,-1.068e-06,0.00050112,-7.4772e-13,1.1295e-05,2.1937e-05,0.0034441,0,0,0,0.073592,0.07361,0.07361,0.073592,0.002246,0.0043749,0.0087842,0.22071,0.43375,0.86951
0.02,1.2,2.9216e-09,0.1,-2.6124e-06,4.2561e-06,0.52029,0.85399,2.9947e-07,5.8332e-07,6.9171e-05,-5.6685e-06,0.00099182,-1.1876e-11,4.4661e-05,8.7249e-05,0.0035751,0,0,0,0.073593,0.073611,0.073611,0.073593,0.0044144,0.0086751,0.017391,0.21299,0.4263,0.85181
0.03,1.2,1.474e-08,0.1,-5.8598e-06,9.4958e-06,0.52029,0.85399,1.002e-06,1.9603e-06,0.00010593,-1.3749e-05,0.0014722,-5.9677e-11,9.9328e-05,0.00019519,0.0037913,0,0,0,0.073595,0.073612,0.073612,0.073595,0.0065061,0.012901,0.025821,0.20537,0.41891,0.83425
0.04,1.2,4.6427e-08,0.1,-1.0385e-05,1.6739e-05,0.52029,0.85399,2.3545e-06,4.6268e-06,0.00014528,-2.5257e-05,0.0019422,-1.8721e-10,0.00017453,0.00034503,0.0040909,0,0,0,0.073597,0.073614,0.073614,0.073597,0.008522,0.017054,0.034076,0.19782,0.41158,0.81685
0.05,1.2,1.1296e-07,0.1,-1.6177e-05,2.5934e-05,0.52029,0.85399,4.5585e-06,8.998e-06,0.00018802,-4.014e-05,0.0024021,-4.5366e-10,0.00026952,0.00053602,0.0044722,0,0,0,0.0736,0.073617,0.073617,0.0736,0.010463,0.021133,0.042158,0.19036,0.4043,0.7996
0.06,1.2,2.3343e-07,0.10001,-2.3222e-05,3.7027e-05,0.52029,0.85399,7.8083e-06,1.5482e-05,0.00023499,-5.8345e-05,0.0028518,-9.337e-10,0.00038354,0.00076744,0.0049335,0,0,0,0.073604,0.07362,0.073621,0.073603,0.01233,0.02514,0.050069,0.18299,0.39707,0.7825
0.07,1.2,4.3098e-07,0.10001,-3.1508e-05,4.9967e-05,0.52029,0.85399,1.229e-05,2.4479e-05,0.00028696,-7.982e-05,0.0032914,-1.7168e-09,0.00051586,0.0010386,0.0054731,0,0,0,0.073608,0.073624,0.073624,0.073608,0.014123,0.029074,0.057809,0.17569,0.38989,0.76554
0.08,1.2,7.3271e-07,0.10001,-4.1024e-05,6.4703e-05,0.52029,0.85399,1.8184e-05,3.6383e-05,0.0003447,-0.00010451,0.003721,-2.9068e-09,0.00066576,0.0013487,0.0060891,0,0,0,0.073613,0.073628,0.073629,0.073612,0.015844,0.032938,0.06538,0.16848,0.38276,0.74873
0.09,1.2,1.1696e-06,0.10002,-5.1756e-05,8.1183e-05,0.52029,0.85399,2.5662e-05,5.1581e-05,0.00040899,-0.00013237,0.0041407,-4.621e-09,0.0008325,0.0016971,0.0067801,0,0,0,0.073619,0.073633,0.073634,0.073618,0.017493,0.03673,0.072784,0.16136,0.37569,0.73207
0.1,1.2,1.7766e-06,0.10002,-6.3693e-05,9.9358e-05,0.52029,0.85399,3.4888e-05,7.045e-05,0.00048055,-0.00016334,0.0045504,-6.9898e-09,0.0010154,0.0020831,0.0075443,0,0,0,0.073625,0.073638,0.07364,0.073624,0.019071,0.040452,0.080022,0.15431,0.36867,0.71556
0.11,1.2,2.5921e-06,0.10003,-7.6822e-05,0.00011918,0.52029,0.85399,4.6021e-05,9.3365e-05,0.00056011,-0.00019736,0.0049504,-1.0156e-08,0.0012137,0.0025059,0.00838,0,0,0,0.073631,0.073644,0.073646,0.07363,0.020579,0.044103,0.087096,0.14735,0.3617,0.69919
0.12,1.2,3.6586e-06,0.10003,-9.1131e-05,0.00014059,0.52029,0.85399,5.9211e-05,0.00012069,0.00064838,-0.0002344,0.0053407,-1.4274e-08,0.0014267,0.0029649,0.0092856,0,0,0,0.073638,0.073651,0.073652,0.073637,0.022018,0.047686,0.094006,0.14047,0.35478,0.68297
0.13,1.2,5.0218e-06,0.10004,-0.00010661,0.00016355,0.52029,0.85399,7.4602e-05,0.00015278,0.00074605,-0.00027439,0.0057213,-1.951e-08,0.0016538,0.0034594,0.01026,0,0,0,0.073646,0.073658,0.07366,0.073644,0.023389,0.051199,0.10076,0.13367,0.34791,0.6669
