t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.44,-0.8,0.1,0,0,0.66997,0.74239,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073594,0.073607,0.073607,0.073594,0,0,0,0.036708,0.3572,0.94991
0.01,1.44,-0.8,0.1,-6.1059e-07,6.7666e-07,0.66997,0.74239,6.106e-09,5.937e-08,3.4157e-05,3.4055e-08,0.0003639,1.7434e-14,1.8306e-06,1.7794e-05,0.0034472,0,0,0,0.073594,0.073608,0.073608,0.073594,0.00036563,0.0035524,0.0093958,0.036417,0.35327,0.92929
0.02,1.44,-0.8,0.1,-2.4331e-06,2.6969e-06,0.66997,0.74239,4.8751e-08,4.7365e-07,6.9253e-05,1.7992e-07,0.00072377,2.7215e-13,7.3028e-06,7.0916e-05,0.0035872,0,0,0,0.073595,0.073608,0.073608,0.073595,0.00072833,0.0070654,0.018586,0.036121,0.34935,0.90885
0.03,1.44,-0.8,0.1,-5.4536e-06,6.0462e-06,0.66997,0.74239,1.642e-07,1.5941e-06,0.00010621,4.32e-07,0.0010796,1.3436e-12,1.6387e-05,0.00015897,0.0038182,0,0,0,0.073597,0.07361,0.07361,0.073597,0.001088,0.010539,0.027574,0.03582,0.34543,0.88861
0.04,1.44,-0.8,0.1,-9.6581e-06,1.071e-05,0.66997,0.74239,3.8843e-07,3.7682e-06,0.00014591,7.8474e-07,0.0014313,4.1394e-12,2.9053e-05,0.00028157,0.004138,0,0,0,0.0736,0.073612,0.073612,0.0736,0.0014447,0.013974,0.036359,0.035514,0.34151,0.86856
0.05,1.44,-0.8,0.1,-1.5033e-05,1.6673e-05,0.66997,0.74239,7.5711e-07,7.3394e-06,0.00018926,1.2326e-06,0.001779,9.8462e-12,4.5271e-05,0.00043832,0.0045447,0,0,0,0.073603,0.073615,0.073615,0.073603,0.0017983,0.01737,0.044945,0.035204,0.33761,0.84869
0.06,1.44,-0.8,0.10001,-2.1563e-05,2.392e-05,0.66997,0.74239,1.3056e-06,1.2647e-05,0.00023709,1.7702e-06,0.0021226,1.9882e-11,6.5009e-05,0.00062883,0.0050363,0,0,0,0.073606,0.073619,0.073619,0.073606,0.0021488,0.020726,0.053334,0.034888,0.3337,0.82901
0.07,1.44,-0.8,0.10001,-2.9236e-05,3.2438e-05,0.66997,0.74239,2.0689e-06,2.0027e-05,0.00029026,2.3919e-06,0.0024622,3.5852e-11,8.8236e-05,0.00085272,0.0056107,0,0,0,0.073611,0.073623,0.073623,0.073611,0.0024961,0.024044,0.061526,0.034568,0.32981,0.80952
0.08,1.44,-0.8,0.10001,-3.8036e-05,4.221e-05,0.66997,0.74239,3.0818e-06,2.9811e-05,0.00034957,3.0924e-06,0.0027976,5.9497e-11,0.00011492,0.0011096,0.0062662,0,0,0,0.073616,0.073628,0.073628,0.073616,0.0028401,0.027322,0.069525,0.034243,0.32591,0.79021
0.09,1.44,-0.8,0.10002,-4.7951e-05,5.3222e-05,0.66997,0.74239,4.3787e-06,4.2328e-05,0.00041584,3.8663e-06,0.0031289,9.2657e-11,0.00014503,0.001399,0.0070006,0,0,0,0.073621,0.073634,0.073634,0.073621,0.0031809,0.030562,0.077331,0.033913,0.32203,0.77108
0.1,1.44,-0.8,0.10002,-5.8965e-05,6.546e-05,0.66997,0.74239,5.9937e-06,5.7899e-05,0.00048984,4.7082e-06,0.003456,1.3722e-10,0.00017853,0.0017207,0.0078121,0,0,0,0.073628,0.07364,0.07364,0.073628,0.0035184,0.033763,0.084947,0.033579,0.31815,0.75214
