t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,0,0.1,-0,0,-0.86415,0.50324,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.07359,0.073611,0.073611,0.07359,0,0,0,-0.27376,-0.48304,0.84407
0.01,1.6,-2.0031e-10,0.1,1.2135e-06,7.0612e-07,-0.86415,0.50324,-4.5424e-08,-8.0031e-08,3.414e-05,4.2422e-07,0.0005595,3.3188e-13,-1.3607e-05,-2.3962e-05,0.0034419,0,0,0,0.073591,0.073611,0.073611,0.073591,-0.0027132,-0.0047734,0.008358,-0.26889,-0.47165,0.82754
0.02,1.6,-3.1898e-09,0.1,4.8202e-06,2.7994e-06,-0.86415,0.50324,-3.6177e-07,-6.3645e-07,6.9114e-05,2.254e-06,0.0011065,5.2782e-12,-5.4103e-05,-9.5089e-05,0.0035666,0,0,0,0.073592,0.073612,0.073612,0.073592,-0.005378,-0.0094333,0.016551,-0.26407,-0.46036,0.81114
0.03,1.6,-1.6072e-08,0.1,1.077e-05,6.2424e-06,-0.86415,0.50324,-1.2155e-06,-2.1353e-06,0.00010574,5.4724e-06,0.001641,2.656e-11,-0.00012101,-0.00021225,0.0037724,0,0,0,0.073593,0.073613,0.073613,0.073594,-0.0079947,-0.013981,0.024581,-0.25928,-0.44918,0.79487
0.04,1.6,-5.0554e-08,0.1,1.9012e-05,1.0998e-05,-0.86415,0.50324,-2.8683e-06,-5.0313e-06,0.00014483,1.0062e-05,0.0021632,8.3435e-11,-0.00021384,-0.00037434,0.0040577,0,0,0,0.073596,0.073615,0.073615,0.073596,-0.010564,-0.018417,0.032449,-0.25453,-0.4381,0.77874
0.05,1.6,-1.2283e-07,0.1,2.9497e-05,1.7029e-05,-0.86415,0.50324,-5.5771e-06,-9.7681e-06,0.00018716,1.6006e-05,0.0026732,2.0246e-10,-0.00033212,-0.00058023,0.0044209,0,0,0,0.073599,0.073618,0.073617,0.073599,-0.013085,-0.022743,0.040156,-0.24982,-0.42712,0.76274
0.06,1.6,-2.5349e-07,0.10001,4.2176e-05,2.43e-05,-0.86415,0.50324,-9.5941e-06,-1.6778e-05,0.0002335,2.3288e-05,0.003171,4.1726e-10,-0.00047539,-0.00082884,0.0048603,0,0,0,0.073602,0.073621,0.07362,0.073603,-0.01556,-0.02696,0.047704,-0.24515,-0.41625,0.74687
0.07,1.6,-4.6739e-07,0.10001,5.7e-05,3.2774e-05,-0.86415,0.50324,-1.5167e-05,-2.6484e-05,0.00028461,3.1889e-05,0.0036567,7.6828e-10,-0.00064317,-0.0011191,0.0053744,0,0,0,0.073606,0.073624,0.073624,0.073607,-0.017989,-0.031069,0.055094,-0.24052,-0.40548,0.73114
0.08,1.6,-7.9352e-07,0.10001,7.392e-05,4.2415e-05,-0.86415,0.50324,-2.2538e-05,-3.9295e-05,0.00034123,4.1793e-05,0.0041305,1.3026e-09,-0.00083501,-0.0014499,0.0059616,0,0,0,0.073611,0.073629,0.073628,0.073611,-0.020371,-0.03507,0.062327,-0.23593,-0.39481,0.71554
0.09,1.6,-1.265e-06,0.10002,9.2888e-05,5.3187e-05,-0.86415,0.50324,-3.1946e-05,-5.5612e-05,0.00040408,5.2983e-05,0.0045923,2.0736e-09,-0.0010504,-0.0018201,0.0066204,0,0,0,0.073616,0.073633,0.073633,0.073616,-0.022707,-0.038965,0.069405,-0.23138,-0.38424,0.70007
0.1,1.6,-1.9188e-06,0.10002,0.00011386,6.5055e-05,-0.86415,0.50324,-4.3624e-05,-7.5825e-05,0.00047387,6.5441e-05,0.0050424,3.1408e-09,-0.001289,-0.0022288,0.0073492,0,0,0,0.073622,0.073639,0.073638,0.073622,-0.024999,-0.042755,0.076329,-0.22687,-0.37377,0.68473
0.11,1.6,-2.7957e-06,0.10003,0.00013678,7.7985e-05,-0.86415,0.50324,-5.7801e-05,-0.00010031,0.0005513,7.9149e-05,0.0054808,4.5697e-09,-0.0015503,-0.0026749,0.0081465,0,0,0,0.073628,0.073644,0.073644,0.073628,-0.027245,-0.046441,0.0831,-0.22239,-0.3634,0.66953
0.12,1.6,-3.9405e-06,0.10003,0.0001616,9.1941e-05,-0.86415,0.50324,-7.4703e-05,-0.00012944,0.00063703,9.4092e-05,0.0059076,6.4315e-09,-0.0018338,-0.0031573,0.0090107,0,0,0,0.073635,0.073651,0.07365,0.073635,-0.029447,-0.050024,0.08972,-0.21796,-0.35314,0.65445
0.13,1.6,-5.4013e-06,0.10004,0.00018828,0.00010689,-0.86415,0.50324,-9.4549e-05,-0.00016358,0.00073173,0.00011025,0.0063228,8.8028e-09,-0.002139,-0.003675,0.0099404,0,0,0,0.073642,0.073657,0.073657,0.073642,-0.031604,-0.053504,0.09619,-0.21356,-0.34297,0.6395
0.14,1.6,-7.2299e-06,0.10005,0.00021678,0.0001228,-0.86415,0.50324,-0.00011756,-0.00020306,0.00083605,0.00012761,0.0067267,1.1765e-08,-0.0024657,-0.004227,0.010934,0,0,0,0.073649,0.073665,0.073664,0.07365,-0.033718,-0.056883,0.10251,-0.2092,-0.3329,0.62469
0.15,1.6,-9.4814e-06,0.10006,0.00024704,0.00013963,-0.86415,0.50324,-0.00014393,-0.00024823,0.00095062,0.00014615,0.0071193,1.5406e-08,-0.0028133,-0.0048123,0.01199,0,0,0,0.073657,0.073672,0.073672,0.073658,-0.035788,-0.060162,0.10868,-0.20488,-0.32294,0.61
0.16,1.6,-1.2214e-05,0.10007,0.00027902,0.00015735,-0.86415,0.50324,-0.00017389,-0.00029941,0.0010761,0.00016586,0.0075007,1.9817e-08,-0.0031813,-0.0054299,0.013107,0,0,0,0.073666,0.073681,0.07368,0.073667,-0.037816,-0.063342,0.11471,-0.2006,-0.31307,0.59544
0.17,1.6,-1.5491e-05,0.10008,0.00031268,0.00017593,-0.86415,0.50324,-0.00020763,-0.00035693,0.001213,0.00018671,0.007871,2.5094e-08,-0.0035694,-0.0060789,0.014284,0,0,0,0.073675,0.073689,0.073688,0.073676,-0.0398,-0.066424,0.12059,-0.19635,-0.3033,0.58101
0.18,1.6,-1.9375e-05,0.10009,0.00034796,0.00019533,-0.86415,0.50324,-0.00024534,-0.00042109,0.0013619,0.00020869,0.0082303,3.1338e-08,-0.0039772,-0.0067581,0.015519,0,0,0,0.073684,0.073698,0.073698,0.073685,-0.041743,-0.069409,0.12633,-0.19214,-0.29363,0.56671
