t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0.1,0,0,0.29649,0.95504,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073585,0.073616,0.073616,0.073585,0,0,0,0.68128,0.46864,0.59345
0.01,2.8278e-10,1.9431e-10,0.1,-6.1954e-07,1.9981e-06,0.29649,0.95504,1.1301e-07,7.7627e-08,3.4098e-05,6.5805e-07,0.00083385,7.6626e-13,3.3848e-05,2.324e-05,0.0034295,0,0,0,0.073586,0.073616,0.073616,0.073586,0.0067479,0.0046288,0.0058762,0.66832,0.45713,0.5818
0.02,4.5073e-09,3.0936e-09,0.1,-2.4539e-06,7.9388e-06,0.29649,0.95504,8.9973e-07,6.1718e-07,6.8783e-05,3.4909e-06,0.0016502,1.2166e-11,0.00013453,9.2194e-05,0.0035171,0,0,0,0.073586,0.073616,0.073616,0.073587,0.013367,0.0091431,0.011636,0.65547,0.44573,0.57025
0.03,2.2731e-08,1.5584e-08,0.1,-5.4669e-06,1.7742e-05,0.29649,0.95504,3.0221e-06,2.0701e-06,0.00010463,8.4648e-06,0.0024492,6.1118e-11,0.00030076,0.00020572,0.0036618,0,0,0,0.073588,0.073617,0.073617,0.073588,0.019858,0.013544,0.017281,0.64272,0.43444,0.55879
0.04,7.1566e-08,4.9008e-08,0.1,-9.6229e-06,3.1329e-05,0.29649,0.95504,7.1291e-06,4.8765e-06,0.00014221,1.5546e-05,0.003231,1.9167e-10,0.00053126,0.0003627,0.0038624,0,0,0,0.07359,0.073618,0.073618,0.07359,0.026222,0.017832,0.022812,0.63007,0.42326,0.54743
0.05,1.7405e-07,1.1906e-07,0.1,-1.4886e-05,4.8619e-05,0.29649,0.95504,1.3857e-05,9.4651e-06,0.00018206,2.4701e-05,0.0039957,4.6433e-10,0.00082477,0.000562,0.0041177,0,0,0,0.073592,0.07362,0.07362,0.073592,0.032459,0.022009,0.02823,0.61752,0.41218,0.53616
0.06,3.5953e-07,2.4565e-07,0.10001,-2.1222e-05,6.9536e-05,0.29649,0.95504,2.383e-05,1.6254e-05,0.00022474,3.5897e-05,0.0047434,9.5537e-10,0.00118,0.00080252,0.0044266,0,0,0,0.073594,0.073622,0.073622,0.073595,0.038572,0.026076,0.033536,0.60506,0.40122,0.52499
0.07,6.6351e-07,4.5282e-07,0.10001,-2.8596e-05,9.4001e-05,0.29649,0.95504,3.766e-05,2.5649e-05,0.00027077,4.9099e-05,0.0054742,1.7562e-09,0.0015958,0.0010832,0.004788,0,0,0,0.073597,0.073624,0.073624,0.073598,0.044561,0.030034,0.03873,0.59271,0.39035,0.51392
0.08,1.1276e-06,7.6864e-07,0.10001,-3.6972e-05,0.00012194,0.29649,0.95504,5.5944e-05,3.8047e-05,0.00032067,6.4275e-05,0.0061882,2.9725e-09,0.0020708,0.0014028,0.0052009,0,0,0,0.073601,0.073627,0.073627,0.073601,0.050427,0.033884,0.043815,0.58046,0.3796,0.50293
0.09,1.7992e-06,1.2251e-06,0.10002,-4.6318e-05,0.00015327,0.29649,0.95504,7.927e-05,5.3833e-05,0.00037495,8.1391e-05,0.0068857,4.7241e-09,0.0026039,0.0017605,0.005664,0,0,0,0.073604,0.073631,0.07363,0.073605,0.05617,0.037626,0.048789,0.5683,0.36895,0.49205
0.1,2.7317e-06,1.8578e-06,0.10002,-5.6599e-05,0.00018791,0.29649,0.95504,0.00010821,7.338e-05,0.00043411,0.00010041,0.0075667,7.1438e-09,0.0031938,0.002155,0.0061763,0,0,0,0.073609,0.073634,0.073633,0.073609,0.061793,0.041263,0.053656,0.55624,0.35841,0.48126
0.11,3.984e-06,2.7064e-06,0.10002,-6.7782e-05,0.0002258,0.29649,0.95504,0.00014333,9.7052e-05,0.00049864,0.00012131,0.0082313,1.0377e-08,0.0038394,0.0025854,0.0067367,0,0,0,0.073613,0.073638,0.073637,0.073614,0.067296,0.044795,0.058415,0.54428,0.34798,0.47056
0.12,5.6208e-06,3.8138e-06,0.10003,-7.9835e-05,0.00026686,0.29649,0.95504,0.00018518,0.0001252,0.00056901,0.00014405,0.0088797,1.458e-08,0.0045394,0.0030506,0.0073442,0,0,0,0.073618,0.073642,0.073641,0.073619,0.072679,0.048223,0.063067,0.53242,0.33764,0.45995
0.13,7.7119e-06,5.2265e-06,0.10004,-9.2723e-05,0.00031101,0.29649,0.95504,0.0002343,0.00015818,0.00064568,0.00016859,0.0095121,1.9923e-08,0.0052926,0.0035495,0.0079977,0,0,0,0.073623,0.073647,0.073646,0.073624,0.077944,0.051548,0.067614,0.52065,0.32742,0.44944
