t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,1.6,1.6,0.1,0,0,0.9843,0.17652,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.07359,0.073611,0.073611,0.07359,0,0,0,-0.50868,0.18933,0.86111
0.01,1.6,1.6,0.1,-1.3495e-06,2.4069e-07,0.9843,0.17652,-8.4289e-08,3.1202e-08,3.4143e-05,-1.1724e-06,0.00054596,-8.9514e-13,-2.5237e-05,9.3252e-06,0.0034428,0,0,0,0.073591,0.073611,0.073611,0.073591,-0.0050279,0.001851,0.008523,-0.49691,0.18088,0.84352
0.02,1.6,1.6,0.1,-5.3538e-06,9.4163e-07,0.9843,0.17652,-6.7039e-07,2.468e-07,6.9136e-05,-6.2188e-06,0.0010777,-1.4211e-11,-0.00010017,3.6739e-05,0.0035699,0,0,0,0.073592,0.073611,0.073612,0.073592,-0.0099386,0.003618,0.016871,-0.48525,0.17254,0.82607
0.03,1.6,1.6,0.1,-1.1946e-05,2.0714e-06,0.9843,0.17652,-2.2494e-06,8.235e-07,0.00010582,-1.5078e-05,0.0015954,-7.1384e-11,-0.00022362,8.1408e-05,0.0037796,0,0,0,0.073594,0.073613,0.073613,0.073594,-0.014733,0.005302,0.025045,-0.4737,0.1643,0.80879
0.04,1.6,1.6,0.1,-2.1062e-05,3.5991e-06,0.9843,0.17652,-5.3007e-06,1.9297e-06,0.000145,-2.7691e-05,0.0020991,-2.2385e-10,-0.00039445,0.00014251,0.0040702,0,0,0,0.073597,0.073614,0.073615,0.073596,-0.019413,0.0069043,0.033047,-0.46227,0.15616,0.79165
0.05,1.6,1.6,0.1,-3.2635e-05,5.494e-06,0.9843,0.17652,-1.0292e-05,3.7257e-06,0.00018748,-4.3994e-05,0.002589,-5.4222e-10,-0.0006115,0.00021922,0.00444,0,0,0,0.0736,0.073617,0.073618,0.073599,-0.023979,0.0084256,0.040879,-0.45094,0.14813,0.77467
0.06,1.6,1.6,0.10001,-4.6602e-05,7.7261e-06,0.9843,0.17652,-1.7681e-05,6.3636e-06,0.00023406,-6.3929e-05,0.0030652,-1.1155e-09,-0.00087365,0.00031075,0.0048872,0,0,0,0.073603,0.07362,0.073621,0.073603,-0.028432,0.0098672,0.048541,-0.43973,0.1402,0.75784
0.07,1.6,1.6,0.10001,-6.2898e-05,1.0265e-05,0.9843,0.17652,-2.7912e-05,9.9875e-06,0.00028548,-8.7435e-05,0.0035278,-2.0502e-09,-0.0011798,0.00041631,0.0054102,0,0,0,0.073608,0.073624,0.073624,0.073607,-0.032774,0.01123,0.056036,-0.42864,0.13238,0.74117
0.08,1.6,1.6,0.10001,-8.1459e-05,1.3083e-05,0.9843,0.17652,-4.1419e-05,1.4734e-05,0.00034251,-0.00011445,0.0039769,-3.4699e-09,-0.0015288,0.0005351,0.0060074,0,0,0,0.073612,0.073628,0.073629,0.073611,-0.037005,0.012515,0.063365,-0.41765,0.12466,0.72464
0.09,1.6,1.6,0.10002,-0.00010222,1.6149e-05,0.9843,0.17652,-5.8626e-05,2.0731e-05,0.00040587,-0.00014491,0.0044128,-5.5138e-09,-0.0019195,0.00066635,0.006677,0,0,0,0.073618,0.073632,0.073634,0.073617,-0.041127,0.013724,0.070529,-0.40677,0.11704,0.70827
