t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,1,0,0,0.64742,0.76214,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.10056,0.10061,0.10061,0.10056,0,0,0,0.22793,1.3956,0.020545
0.01,9.484e-11,5.788e-10,1,-2.3136e-06,2.7255e-06,0.64742,0.76214,3.7923e-08,2.3125e-07,3.4003e-05,1.1176e-06,0.0014246,2.2246e-12,1.137e-05,6.924e-05,0.003401,0,0,0,0.10056,0.10061,0.10061,0.10056,0.0022713,0.013794,0.00020036,0.22633,1.3632,0.01953
0.02,1.5153e-09,9.2176e-09,1,-9.1744e-06,1.0827e-05,0.64742,0.76214,3.0285e-07,1.8392e-06,6.8027e-05,5.9279e-06,0.0028165,3.5313e-11,4.5373e-05,0.00027481,0.003404,0,0,0,0.10056,0.10061,0.10061,0.10056,0.0045266,0.027266,0.00039064,0.22472,1.3312,0.018528
0.03,7.6604e-09,4.6446e-08,1,-2.0463e-05,2.4192e-05,0.64742,0.76214,1.0203e-06,6.1711e-06,0.00010209,1.4372e-05,0.004176,1.7736e-10,0.00010185,0.0006135,0.0034088,0,0,0,0.10056,0.10061,0.10061,0.10056,0.0067658,0.040419,0.00057096,0.22311,1.2994,0.017538
0.04,2.4176e-08,1.4611e-07,1,-3.6062e-05,4.271e-05,0.64742,0.76214,2.4142e-06,1.4542e-05,0.00013621,2.6393e-05,0.0055035,5.5613e-10,0.00018064,0.0010821,0.0034154,0,0,0,0.10056,0.10061,0.10061,0.10056,0.0089887,0.053256,0.00074145,0.22148,1.268,0.016562
0.05,5.894e-08,3.5504e-07,1,-5.5854e-05,6.6271e-05,0.64742,0.76214,4.7068e-06,2.8236e-05,0.0001704,4.1931e-05,0.0067993,1.347e-09,0.00028157,0.0016776,0.0034236,0,0,0,0.10056,0.10061,0.10061,0.10056,0.011195,0.06578,0.00090224,0.21985,1.2368,0.015598
0.06,1.2204e-07,7.3276e-07,1,-7.9724e-05,9.4765e-05,0.64742,0.76214,8.1189e-06,4.8506e-05,0.00020469,6.0929e-05,0.0080636,2.771e-09,0.00040449,0.0023967,0.0034334,0,0,0,0.10056,0.10061,0.10061,0.10056,0.013386,0.077994,0.0010534,0.21821,1.206,0.014646
0.07,2.2578e-07,1.3512e-06,1,-0.00010756,0.00012808,0.64742,0.76214,1.2869e-05,7.6572e-05,0.00023907,8.333e-05,0.0092968,5.0928e-09,0.00054923,0.0032364,0.0034446,0,0,0,0.10056,0.10061,0.10061,0.10057,0.015559,0.089901,0.0011952,0.21656,1.1755,0.013707
0.08,3.8462e-07,2.2942e-06,1,-0.00013924,0.00016612,0.64742,0.76214,1.9176e-05,0.00011363,0.00027358,0.00010908,0.010499,8.619e-09,0.00071562,0.0041937,0.0034572,0,0,0,0.10057,0.10061,0.10061,0.10057,0.017717,0.1015,0.0013276,0.2149,1.1452,0.01278
0.09,6.152e-07,3.6575e-06,1,-0.00017466,0.00020877,0.64742,0.76214,2.7253e-05,0.00016083,0.00030822,0.00013811,0.011671,1.3696e-08,0.00090351,0.0052655,0.0034711,0,0,0,0.10057,0.10061,0.10061,0.10057,0.019857,0.11281,0.0014508,0.21323,1.1153,0.011866
