t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0.8,0,0.1,0,0,0.73622,0.67674,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.073582,0.073619,0.073619,0.073582,0,0,0,-0.083905,0.99121,0.23911
0.01,0.8,4.1139e-10,0.1,-1.8531e-06,1.7041e-06,0.73622,0.67674,-1.3851e-08,1.6439e-07,3.404e-05,4.7372e-07,0.0010037,6.6394e-13,-4.142e-06,4.9238e-05,0.0034119,0,0,0,0.073582,0.073619,0.073619,0.073582,-0.0008231,0.0098154,0.0023688,-0.080721,0.97189,0.23465
0.02,0.8,6.5565e-09,0.1,-7.3602e-06,6.7756e-06,0.73622,0.67674,-1.0975e-07,1.3087e-06,6.8316e-05,2.5141e-06,0.0019876,1.0546e-11,-1.6357e-05,0.00019567,0.0034472,0,0,0,0.073583,0.073619,0.073619,0.073583,-0.0016145,0.019438,0.0046932,-0.077573,0.95271,0.23023
0.03,0.8,3.3062e-08,0.1,-1.6443e-05,1.5153e-05,0.73622,0.67674,-3.6684e-07,4.3953e-06,0.00010306,6.0984e-06,0.0029518,5.3002e-11,-3.6329e-05,0.00043737,0.0035056,0,0,0,0.073584,0.073619,0.073619,0.073584,-0.0023747,0.02887,0.0069736,-0.074459,0.93369,0.22585
0.04,0.8,1.0408e-07,0.1,-2.9025e-05,2.6776e-05,0.73622,0.67674,-8.6114e-07,1.0367e-05,0.0001385,1.1204e-05,0.0038964,1.6629e-10,-6.3747e-05,0.00077244,0.0035866,0,0,0,0.073585,0.073619,0.073619,0.073585,-0.0031038,0.038113,0.0092103,-0.071381,0.91482,0.2215
0.05,0.8,2.5311e-07,0.1,-4.5028e-05,4.1584e-05,0.73622,0.67674,-1.6656e-06,2.0149e-05,0.00017487,1.7807e-05,0.0048217,4.0303e-10,-9.8303e-05,0.001199,0.0036897,0,0,0,0.073586,0.07362,0.073619,0.073586,-0.0038024,0.047167,0.011404,-0.068338,0.89611,0.21719
0.06,0.8,5.2278e-07,0.10001,-6.4377e-05,5.9518e-05,0.73622,0.67674,-2.85e-06,3.4646e-05,0.00021237,2.5886e-05,0.0057277,8.2961e-10,-0.00013969,0.0017152,0.0038145,0,0,0,0.073587,0.07362,0.07362,0.073587,-0.0044707,0.056035,0.013554,-0.06533,0.87754,0.21292
0.07,0.8,9.647e-07,0.10001,-8.6996e-05,8.0517e-05,0.73622,0.67674,-4.4812e-06,5.4745e-05,0.00025123,3.5418e-05,0.0066146,1.5257e-09,-0.00018762,0.0023191,0.0039606,0,0,0,0.073588,0.073621,0.073621,0.073589,-0.0051091,0.064718,0.015662,-0.062356,0.85913,0.20868
0.08,0.8,1.6392e-06,0.10001,-0.00011281,0.00010452,0.73622,0.67674,-6.6231e-06,8.1314e-05,0.00029165,4.638e-05,0.0074825,2.5837e-09,-0.00024178,0.0030089,0.0041276,0,0,0,0.07359,0.073622,0.073622,0.07359,-0.005718,0.073218,0.017728,-0.059417,0.84086,0.20447
0.09,0.8,2.6154e-06,0.10001,-0.00014175,0.00013148,0.73622,0.67674,-9.3366e-06,0.0001152,0.00033385,5.875e-05,0.0083316,4.1081e-09,-0.00030188,0.0037828,0.004315,0,0,0,0.073592,0.073623,0.073623,0.073592,-0.0062976,0.081536,0.019752,-0.056513,0.82274,0.2003
0.1,0.8,3.9705e-06,0.10002,-0.00017373,0.00016132,0.73622,0.67674,-1.268e-05,0.00015724,0.00037802,7.2506e-05,0.0091621,6.2151e-09,-0.00036763,0.004639,0.0045225,0,0,0,0.073594,0.073624,0.073624,0.073594,-0.0068483,0.089674,0.021734,-0.053643,0.80478,0.19617
